No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,18088.830,65,36307.661,36313.933,36650.095
2,JC+I,17585.485,66,35302.970,35309.439,35650.672
3,JC+G4,17381.748,66,34895.496,34901.965,35243.198
4,JC+I+G4,17370.484,67,34874.968,34881.638,35227.939
5,F81+F,18117.142,68,36370.284,36377.159,36728.523
6,F81+F+I,17595.312,69,35328.623,35335.706,35692.131
7,F81+F+G4,17381.860,69,34901.720,34908.803,35265.228
8,F81+F+I+G4,17370.816,70,34881.632,34888.924,35250.407
9,K2P,17586.078,66,35304.156,35310.626,35651.859
10,K2P+I,17059.002,67,34252.005,34258.676,34604.976
11,K2P+G4,16819.453,67,33772.907,33779.577,34125.878
12,K2P+I+G4,16810.397,68,33756.793,33763.668,34115.033
13,HKY+F,17597.053,69,35332.106,35339.188,35695.613
14,HKY+F+I,17030.577,70,34201.153,34208.446,34569.929
15,HKY+F+G4,16768.083,70,33676.166,33683.459,34044.942
16,HKY+F+I+G4,16759.057,71,33660.113,33667.620,34034.157
17,TNe,17584.699,67,35303.397,35310.068,35656.368
18,TNe+I,17058.733,68,34253.466,34260.341,34611.705
19,TNe+G4,16819.424,68,33774.848,33781.723,34133.087
20,TNe+I+G4,16810.334,69,33758.669,33765.751,34122.176
21,TN+F,17580.714,70,35301.428,35308.721,35670.204
22,TN+F+I,17012.744,71,34167.487,34174.994,34541.531
23,TN+F+G4,16758.792,71,33659.584,33667.090,34033.627
24,TN+F+I+G4,16748.628,72,33641.255,33648.979,34020.567
25,K3P,17585.418,67,35304.836,35311.507,35657.807
26,K3P+I,17058.002,68,34252.004,34258.878,34610.243
27,K3P+G4,16816.689,68,33769.378,33776.253,34127.617
28,K3P+I+G4,16807.724,69,33753.448,33760.530,34116.956
29,K3Pu+F,17594.088,70,35328.176,35335.469,35696.952
30,K3Pu+F+I,17025.693,71,34193.387,34200.893,34567.431
31,K3Pu+F+G4,16758.117,71,33658.234,33665.740,34032.278
32,K3Pu+F+I+G4,16749.315,72,33642.631,33650.354,34021.943
33,TPM2+F,17586.051,70,35312.103,35319.395,35680.878
34,TPM2+F+I,17021.330,71,34184.659,34192.166,34558.703
35,TPM2+F+G4,16734.187,71,33610.373,33617.880,33984.417
36,TPM2+F+I+G4,16727.538,72,33599.077,33606.801,33978.389
37,TPM2u+F,17586.051,70,35312.101,35319.394,35680.877
38,TPM2u+F+I,17021.329,71,34184.659,34192.166,34558.703
39,TPM2u+F+G4,16734.187,71,33610.373,33617.880,33984.417
40,TPM2u+F+I+G4,16727.499,72,33598.998,33606.722,33978.310
41,TPM3+F,17587.456,70,35314.911,35322.204,35683.687
42,TPM3+F+I,17030.558,71,34203.116,34210.622,34577.159
43,TPM3+F+G4,16767.248,71,33676.495,33684.002,34050.539
44,TPM3+F+I+G4,16758.617,72,33661.234,33668.958,34040.546
45,TPM3u+F,17587.456,70,35314.911,35322.204,35683.687
46,TPM3u+F+I,17030.558,71,34203.116,34210.623,34577.160
47,TPM3u+F+G4,16767.247,71,33676.495,33684.002,34050.539
48,TPM3u+F+I+G4,16758.612,72,33661.224,33668.948,34040.537
49,TIMe,17584.040,68,35304.080,35310.954,35662.319
50,TIMe+I,17057.728,69,34253.457,34260.539,34616.964
51,TIMe+G4,16816.663,69,33771.326,33778.408,34134.834
52,TIMe+I+G4,16807.704,70,33755.408,33762.701,34124.184
53,TIM+F,17577.711,71,35297.421,35304.928,35671.465
54,TIM+F+I,17007.709,72,34159.418,34167.141,34538.730
55,TIM+F+G4,16748.710,72,33641.420,33649.144,34020.732
56,TIM+F+I+G4,16738.816,73,33623.632,33631.576,34008.212
57,TIM2e,17582.275,68,35300.549,35307.424,35658.788
58,TIM2e+I,17057.167,69,34252.334,34259.416,34615.842
59,TIM2e+G4,16806.367,69,33750.734,33757.816,34114.242
60,TIM2e+I+G4,16799.021,70,33738.042,33745.334,34106.817
61,TIM2+F,17570.050,71,35282.099,35289.606,35656.143
62,TIM2+F+I,17003.655,72,34151.309,34159.033,34530.621
63,TIM2+F+G4,16725.742,72,33595.484,33603.208,33974.796
64,TIM2+F+I+G4,16718.080,73,33582.159,33590.104,33966.740
65,TIM3e,17546.485,68,35228.970,35235.845,35587.210
66,TIM3e+I,17046.946,69,34231.891,34238.974,34595.399
67,TIM3e+G4,16798.082,69,33734.164,33741.246,34097.671
68,TIM3e+I+G4,16790.917,70,33721.834,33729.127,34090.609
69,TIM3+F,17571.028,71,35284.056,35291.563,35658.100
70,TIM3+F+I,17012.742,72,34169.485,34177.208,34548.797
71,TIM3+F+G4,16757.931,72,33659.863,33667.586,34039.175
72,TIM3+F+I+G4,16748.278,73,33642.556,33650.500,34027.136
73,TVMe,17545.098,69,35228.195,35235.278,35591.703
74,TVMe+I,17045.104,70,34230.208,34237.501,34598.984
75,TVMe+G4,16784.949,70,33709.898,33717.191,34078.674
76,TVMe+I+G4,16779.354,71,33700.709,33708.215,34074.752
77,TVM+F,17575.505,72,35295.010,35302.733,35674.322
78,TVM+F+I,17019.706,73,34185.413,34193.357,34569.993
79,TVM+F+G4,16731.359,73,33608.718,33616.662,33993.298
80,TVM+F+I+G4,16725.013,74,33598.027,33606.194,33987.875
81,SYM,17543.800,70,35227.601,35234.894,35596.377
82,SYM+I,17044.953,71,34231.907,34239.413,34605.950
83,SYM+G4,16784.955,71,33711.910,33719.417,34085.954
84,SYM+I+G4,16779.310,72,33702.620,33710.344,34081.933
85,GTR+F,17559.391,73,35264.783,35272.727,35649.363
86,GTR+F+I,17001.977,74,34151.954,34160.121,34541.802
87,GTR+F+G4,16722.858,74,33593.715,33601.883,33983.564
88,GTR+F+I+G4,16715.592,75,33581.184,33589.579,33976.301
