No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,32312.132,65,64754.263,64760.427,65097.777
2,Dayhoff+I,31924.220,66,63980.440,63986.798,64329.238
3,Dayhoff+G4,31278.321,66,62688.641,62694.999,63037.439
4,Dayhoff+I+G4,31272.873,67,62679.747,62686.302,63033.830
5,Dayhoff+F,32127.267,84,64422.535,64432.935,64866.460
6,Dayhoff+F+I,31729.893,85,63629.786,63640.442,64078.996
7,Dayhoff+F+G4,31093.133,85,62356.266,62366.922,62805.476
8,Dayhoff+F+I+G4,31087.351,86,62346.703,62357.617,62801.197
9,mtMAM,34147.982,65,68425.964,68432.127,68769.477
10,mtMAM+I,33631.691,66,67395.381,67401.739,67744.179
11,mtMAM+G4,32199.577,66,64531.153,64537.511,64879.951
12,mtMAM+I+G4,32195.131,67,64524.261,64530.817,64878.344
13,mtMAM+F,32449.762,84,65067.523,65077.924,65511.448
14,mtMAM+F+I,31983.763,85,64137.527,64148.183,64586.736
15,mtMAM+F+G4,30959.433,85,62088.865,62099.521,62538.075
16,mtMAM+F+I+G4,30953.720,86,62079.440,62090.354,62533.934
17,JTT,31305.408,65,62740.815,62746.979,63084.328
18,JTT+I,30912.841,66,61957.682,61964.040,62306.480
19,JTT+G4,30364.150,66,60860.300,60866.658,61209.098
20,JTT+I+G4,30359.055,67,60852.110,60858.665,61206.193
21,JTT+F,31175.461,84,62518.922,62529.322,62962.847
22,JTT+F+I,30776.682,85,61723.365,61734.020,62172.574
23,JTT+F+G4,30252.662,85,60675.325,60685.981,61124.535
24,JTT+F+I+G4,30246.237,86,60664.475,60675.390,61118.970
25,WAG,32116.276,65,64362.552,64368.715,64706.065
26,WAG+I,31731.185,66,63594.369,63600.727,63943.167
27,WAG+G4,31114.764,66,62361.528,62367.886,62710.326
28,WAG+I+G4,31112.024,67,62358.049,62364.604,62712.132
29,WAG+F,31880.724,84,63929.449,63939.849,64373.374
30,WAG+F+I,31495.982,85,63161.963,63172.619,63611.173
31,WAG+F+G4,30886.855,85,61943.710,61954.366,62392.919
32,WAG+F+I+G4,30883.781,86,61939.562,61950.477,62394.056
33,cpREV,32368.862,65,64867.724,64873.888,65211.237
34,cpREV+I,31967.271,66,64066.542,64072.900,64415.340
35,cpREV+G4,31191.016,66,62514.032,62520.390,62862.830
