No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,15232.656,61,30587.312,30599.552,30863.160
2,Dayhoff+I,14997.850,62,30119.701,30132.362,30400.071
3,Dayhoff+G4,14761.062,62,29646.123,29658.784,29926.493
4,Dayhoff+I+G4,14755.256,63,29636.511,29649.602,29921.403
5,Dayhoff+F,15236.378,80,30632.756,30654.392,30994.524
6,Dayhoff+F+I,14982.837,81,30127.674,30149.888,30493.963
7,Dayhoff+F+G4,14726.455,81,29614.910,29637.124,29981.199
8,Dayhoff+F+I+G4,14720.386,82,29604.771,29627.572,29975.583
9,mtMAM,16555.934,61,33233.869,33246.108,33509.716
10,mtMAM+I,16252.792,62,32629.585,32642.246,32909.954
11,mtMAM+G4,15607.783,62,31339.567,31352.228,31619.937
12,mtMAM+I+G4,15605.121,63,31336.243,31349.334,31621.135
13,mtMAM+F,15613.465,80,31386.930,31408.566,31748.697
14,mtMAM+F+I,15293.006,81,30748.012,30770.226,31114.301
15,mtMAM+F+G4,14875.084,81,29912.167,29934.381,30278.457
16,mtMAM+F+I+G4,14868.208,82,29900.416,29923.217,30271.228
17,JTT,14888.387,61,29898.774,29911.014,30174.622
18,JTT+I,14673.891,62,29471.782,29484.443,29752.151
19,JTT+G4,14480.894,62,29085.788,29098.449,29366.157
20,JTT+I+G4,14475.274,63,29076.547,29089.638,29361.439
21,JTT+F,14854.497,80,29868.994,29890.630,30230.762
22,JTT+F+I,14625.998,81,29413.996,29436.210,29780.286
23,JTT+F+G4,14432.268,81,29026.536,29048.750,29392.825
24,JTT+F+I+G4,14425.600,82,29015.200,29038.001,29386.012
25,WAG,15141.004,61,30404.007,30416.247,30679.855
26,WAG+I,14917.532,62,29959.065,29971.726,30239.435
27,WAG+G4,14699.259,62,29522.518,29535.179,29802.887
28,WAG+I+G4,14695.193,63,29516.387,29529.478,29801.279
29,WAG+F,15155.463,80,30470.925,30492.561,30832.693
30,WAG+F+I,14918.429,81,29998.858,30021.072,30365.147
31,WAG+F+G4,14683.022,81,29528.045,29550.259,29894.334
32,WAG+F+I+G4,14678.411,82,29520.822,29543.623,29891.634
33,cpREV,15409.631,61,30941.262,30953.502,31217.110
34,cpREV+I,15141.839,62,30407.677,30420.339,30688.047
35,cpREV+G4,14865.978,62,29855.955,29868.616,30136.325
36,cpREV+I+G4,14861.047,63,29848.093,29861.184,30132.985
37,cpREV+F,15387.958,80,30935.917,30957.553,31297.684
38,cpREV+F+I,15100.010,81,30362.019,30384.233,30728.309
39,cpREV+F+G4,14789.774,81,29741.548,29763.762,30107.837
40,cpREV+F+I+G4,14783.996,82,29731.993,29754.793,30102.804
41,mtREV,16073.416,61,32268.832,32281.071,32544.679
42,mtREV+I,15786.627,62,31697.254,31709.916,31977.624
43,mtREV+G4,15396.641,62,30917.282,30929.943,31197.652
44,mtREV+I+G4,15390.358,63,30906.716,30919.807,31191.608
45,mtREV+F,15333.549,80,30827.098,30848.734,31188.865
46,mtREV+F+I,15030.758,81,30223.516,30245.730,30589.805
47,mtREV+F+G4,14724.241,81,29610.482,29632.696,29976.772
48,mtREV+F+I+G4,14715.917,82,29595.834,29618.634,29966.645
49,rtREV,15365.347,61,30852.693,30864.933,31128.541
50,rtREV+I,15142.911,62,30409.822,30422.483,30690.191
51,rtREV+G4,14890.141,62,29904.282,29916.944,30184.652
52,rtREV+I+G4,14887.192,63,29900.384,29913.475,30185.276
53,rtREV+F,15266.543,80,30693.085,30714.721,31054.853
54,rtREV+F+I,15020.140,81,30202.280,30224.494,30568.570
55,rtREV+F+G4,14769.384,81,29700.768,29722.982,30067.057
56,rtREV+F+I+G4,14764.368,82,29692.736,29715.537,30063.548
57,mtART,16976.018,61,34074.035,34086.275,34349.883
58,mtART+I,16620.486,62,33364.972,33377.633,33645.341
59,mtART+G4,15899.374,62,31922.748,31935.409,32203.118
60,mtART+I+G4,15896.394,63,31918.787,31931.878,32203.679
61,mtART+F,15980.825,80,32121.650,32143.286,32483.418
62,mtART+F+I,15647.713,81,31457.427,31479.641,31823.716
63,mtART+F+G4,15117.306,81,30396.613,30418.827,30762.902
64,mtART+F+I+G4,15114.468,82,30392.936,30415.737,30763.748
65,mtZOA,16130.681,61,32383.362,32395.602,32659.210
66,mtZOA+I,15843.893,62,31811.785,31824.447,32092.155
67,mtZOA+G4,15320.417,62,30764.833,30777.494,31045.203
68,mtZOA+I+G4,15317.144,63,30760.288,30773.379,31045.180
69,mtZOA+F,15474.819,80,31109.637,31131.273,31471.405
70,mtZOA+F+I,15186.948,81,30535.897,30558.111,30902.186
71,mtZOA+F+G4,14814.619,81,29791.238,29813.452,30157.528
72,mtZOA+F+I+G4,14809.911,82,29783.822,29806.623,30154.634
73,VT,15078.476,61,30278.953,30291.192,30554.801
74,VT+I,14864.077,62,29852.154,29864.815,30132.524
75,VT+G4,14678.717,62,29481.434,29494.095,29761.804
76,VT+I+G4,14673.663,63,29473.327,29486.418,29758.219
77,VT+F,15040.035,80,30240.070,30261.706,30601.837
78,VT+F+I,14817.354,81,29796.708,29818.922,30162.998
79,VT+F+G4,14626.311,81,29414.622,29436.836,29780.911
80,VT+F+I+G4,14620.585,82,29405.169,29427.970,29775.981
81,LG,15203.560,61,30529.119,30541.359,30804.967
82,LG+I,14973.705,62,30071.411,30084.072,30351.780
83,LG+G4,14736.133,62,29596.266,29608.927,29876.635
84,LG+I+G4,14732.042,63,29590.085,29603.176,29874.976
85,LG+F,15111.576,80,30383.151,30404.787,30744.919
86,LG+F+I,14873.561,81,29909.121,29931.335,30275.411
87,LG+F+G4,14632.492,81,29426.983,29449.197,29793.273
88,LG+F+I+G4,14627.632,82,29419.263,29442.064,29790.075
89,DCMut,15232.508,61,30587.016,30599.255,30862.863
90,DCMut+I,14997.851,62,30119.701,30132.363,30400.071
91,DCMut+G4,14762.862,62,29649.725,29662.386,29930.094
92,DCMut+I+G4,14756.826,63,29639.651,29652.742,29924.543
93,DCMut+F,15235.318,80,30630.635,30652.271,30992.403
94,DCMut+F+I,14982.069,81,30126.138,30148.352,30492.427
95,DCMut+F+G4,14727.575,81,29617.151,29639.365,29983.440
96,DCMut+F+I+G4,14721.321,82,29606.642,29629.443,29977.454
97,PMB,15307.800,61,30737.600,30749.839,31013.448
98,PMB+I,15085.588,62,30295.176,30307.838,30575.546
99,PMB+G4,14880.036,62,29884.073,29896.734,30164.443
100,PMB+I+G4,14875.745,63,29877.490,29890.581,30162.382
101,PMB+F,15300.120,80,30760.240,30781.876,31122.007
102,PMB+F+I,15069.396,81,30300.793,30323.007,30667.082
103,PMB+F+G4,14855.671,81,29873.343,29895.557,30239.632
104,PMB+F+I+G4,14851.004,82,29866.008,29888.809,30236.820
105,HIVb,15432.755,61,30987.509,30999.749,31263.357
106,HIVb+I,15131.979,62,30387.959,30400.620,30668.328
107,HIVb+G4,14856.778,62,29837.557,29850.218,30117.927
108,HIVb+I+G4,14846.227,63,29818.455,29831.546,30103.347
109,HIVb+F,15277.836,80,30715.671,30737.307,31077.438
110,HIVb+F+I,14960.665,81,30083.330,30105.544,30449.619
111,HIVb+F+G4,14690.319,81,29542.638,29564.852,29908.928
112,HIVb+F+I+G4,14677.431,82,29518.862,29541.663,29889.674
113,HIVw,16073.924,61,32269.847,32282.087,32545.695
114,HIVw+I,15795.336,62,31714.673,31727.334,31995.043
