No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10568.181,63,21262.362,21272.959,21559.431
2,Dayhoff+I,10280.785,64,20689.570,20700.517,20991.354
3,Dayhoff+G4,10042.972,64,20213.944,20224.891,20515.728
4,Dayhoff+I+G4,10041.874,65,20213.747,20225.052,20520.247
5,Dayhoff+F,10542.265,82,21248.530,21266.875,21635.192
6,Dayhoff+F+I,10259.460,83,20684.919,20703.737,21076.296
7,Dayhoff+F+G4,10017.650,83,20201.300,20220.117,20592.676
8,Dayhoff+F+I+G4,10016.575,84,20201.151,20220.448,20597.243
9,mtMAM,11343.915,63,22813.830,22824.426,23110.899
10,mtMAM+I,10930.121,64,21988.242,21999.190,22290.027
11,mtMAM+G4,10543.528,64,21215.055,21226.002,21516.840
12,mtMAM+I+G4,10542.041,65,21214.083,21225.387,21520.583
13,mtMAM+F,10812.614,82,21789.228,21807.573,22175.889
14,mtMAM+F+I,10452.186,83,21070.373,21089.191,21461.750
15,mtMAM+F+G4,10130.191,83,20426.381,20445.199,20817.758
16,mtMAM+F+I+G4,10130.038,84,20428.076,20447.374,20824.169
17,JTT,10383.776,63,20893.552,20904.149,21190.621
18,JTT+I,10098.094,64,20324.187,20335.134,20625.972
19,JTT+G4,9885.945,64,19899.891,19910.838,20201.676
20,JTT+I+G4,9885.069,65,19900.139,19911.443,20206.639
21,JTT+F,10386.634,82,20937.268,20955.613,21323.929
22,JTT+F+I,10106.685,83,20379.369,20398.187,20770.746
23,JTT+F+G4,9892.123,83,19950.246,19969.064,20341.623
24,JTT+F+I+G4,9891.326,84,19950.652,19969.950,20346.745
25,WAG,10568.518,63,21263.036,21273.633,21560.106
26,WAG+I,10286.681,64,20701.361,20712.309,21003.146
27,WAG+G4,10057.989,64,20243.978,20254.926,20545.763
28,WAG+I+G4,10056.900,65,20243.800,20255.105,20550.300
29,WAG+F,10573.583,82,21311.165,21329.510,21697.827
30,WAG+F+I,10297.316,83,20760.632,20779.449,21152.008
31,WAG+F+G4,10066.376,83,20298.752,20317.570,20690.129
32,WAG+F+I+G4,10065.387,84,20298.775,20318.072,20694.867
33,cpREV,10675.247,63,21476.493,21487.090,21773.562
34,cpREV+I,10377.641,64,20883.281,20894.229,21185.066
35,cpREV+G4,10110.045,64,20348.090,20359.038,20649.875
36,cpREV+I+G4,10109.670,65,20349.339,20360.644,20655.839
37,cpREV+F,10671.674,82,21507.349,21525.694,21894.010
38,cpREV+F+I,10384.821,83,20935.643,20954.461,21327.020
39,cpREV+F+G4,10102.411,83,20370.822,20389.640,20762.199
40,cpREV+F+I+G4,10101.754,84,20371.507,20390.805,20767.600
41,mtREV,11085.298,63,22296.596,22307.193,22593.665
