No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,32602.440,65,65334.881,65341.022,65678.617
2,Dayhoff+I,32182.126,66,64496.253,64502.588,64845.277
3,Dayhoff+G4,31459.106,66,63050.212,63056.547,63399.236
4,Dayhoff+I+G4,31456.184,67,63046.368,63052.900,63400.680
5,Dayhoff+F,32442.898,84,65053.796,65064.159,65498.009
6,Dayhoff+F+I,32025.951,85,64221.902,64232.520,64671.403
7,Dayhoff+F+G4,31281.985,85,62733.969,62744.587,63183.470
8,Dayhoff+F+I+G4,31279.479,86,62730.957,62741.832,63185.746
9,mtMAM,35465.142,65,71060.283,71066.425,71404.019
10,mtMAM+I,34867.379,66,69866.759,69873.094,70215.783
11,mtMAM+G4,33074.904,66,66281.808,66288.143,66630.832
12,mtMAM+I+G4,33073.233,67,66280.465,66286.997,66634.778
13,mtMAM+F,33142.313,84,66452.625,66462.988,66896.838
14,mtMAM+F+I,32656.124,85,65482.248,65492.865,65931.749
15,mtMAM+F+G4,31400.208,85,62970.415,62981.032,63419.916
16,mtMAM+F+I+G4,31399.902,86,62971.805,62982.680,63426.594
17,JTT,31911.278,65,63952.557,63958.698,64296.293
18,JTT+I,31479.737,66,63091.475,63097.810,63440.499
19,JTT+G4,30815.875,66,61763.749,61770.085,62112.773
20,JTT+I+G4,30813.878,67,61761.756,61768.288,62116.068
21,JTT+F,31790.345,84,63748.691,63759.054,64192.903
22,JTT+F+I,31361.099,85,62892.198,62902.815,63341.699
23,JTT+F+G4,30700.503,85,61571.006,61581.624,62020.507
24,JTT+F+I+G4,30698.337,86,61568.675,61579.550,62023.464
25,WAG,32551.545,65,65233.089,65239.231,65576.825
26,WAG+I,32103.745,66,64339.490,64345.825,64688.514
27,WAG+G4,31410.034,66,62952.068,62958.404,63301.092
28,WAG+I+G4,31408.006,67,62950.012,62956.544,63304.324
29,WAG+F,32373.285,84,64914.570,64924.933,65358.783
30,WAG+F+I,31940.374,85,64050.748,64061.365,64500.249
31,WAG+F+G4,31237.379,85,62644.759,62655.376,63094.260
32,WAG+F+I+G4,31235.490,86,62642.979,62653.854,63097.768
33,cpREV,32879.896,65,65889.792,65895.934,66233.528
34,cpREV+I,32401.363,66,64934.725,64941.061,65283.750
35,cpREV+G4,31594.316,66,63320.632,63326.967,63669.656
36,cpREV+I+G4,31592.266,67,63318.532,63325.063,63672.844
37,cpREV+F,32592.740,84,65353.480,65363.843,65797.693
