No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10786.948,39,21651.896,21657.149,21825.526
2,Dayhoff+I,10711.985,40,21503.969,21509.500,21682.051
3,Dayhoff+G4,10526.158,40,21132.316,21137.848,21310.398
4,Dayhoff+I+G4,10526.821,41,21135.641,21141.459,21318.175
5,Dayhoff+F,10750.849,58,21617.697,21629.600,21875.916
6,Dayhoff+F+I,10668.280,59,21454.560,21466.894,21717.231
7,Dayhoff+F+G4,10483.192,59,21084.385,21096.719,21347.056
8,Dayhoff+F+I+G4,10483.511,60,21087.021,21099.796,21354.144
9,mtMAM,11241.344,39,22560.688,22565.941,22734.318
10,mtMAM+I,11155.240,40,22390.479,22396.010,22568.561
11,mtMAM+G4,10729.409,40,21538.818,21544.349,21716.900
12,mtMAM+I+G4,10729.884,41,21541.768,21547.586,21724.302
13,mtMAM+F,10721.989,58,21559.978,21571.880,21818.196
14,mtMAM+F+I,10635.170,59,21388.340,21400.674,21651.011
15,mtMAM+F+G4,10339.273,59,20796.546,20808.880,21059.217
16,mtMAM+F+I+G4,10339.667,60,20799.334,20812.109,21066.457
17,JTT,10361.482,39,20800.965,20806.217,20974.595
18,JTT+I,10297.924,40,20675.848,20681.379,20853.929
19,JTT+G4,10170.979,40,20421.958,20427.489,20600.040
20,JTT+I+G4,10171.152,41,20424.303,20430.121,20606.837
21,JTT+F,10325.025,58,20766.050,20777.952,21024.269
22,JTT+F+I,10255.032,59,20628.064,20640.399,20890.735
23,JTT+F+G4,10134.093,59,20386.185,20398.520,20648.856
24,JTT+F+I+G4,10134.113,60,20388.226,20401.001,20655.349
25,WAG,10605.829,39,21289.657,21294.910,21463.287
26,WAG+I,10536.406,40,21152.811,21158.342,21330.893
27,WAG+G4,10406.933,40,20893.867,20899.398,21071.949
28,WAG+I+G4,10406.989,41,20895.978,20901.795,21078.512
29,WAG+F,10576.502,58,21269.005,21280.907,21527.224
30,WAG+F+I,10503.490,59,21124.980,21137.314,21387.651
31,WAG+F+G4,10371.717,59,20861.434,20873.769,21124.105
32,WAG+F+I+G4,10371.738,60,20863.476,20876.251,21130.599
33,cpREV,10601.150,39,21280.301,21285.553,21453.931
34,cpREV+I,10529.686,40,21139.371,21144.903,21317.453
35,cpREV+G4,10389.825,40,20859.650,20865.181,21037.732
36,cpREV+I+G4,10389.908,41,20861.815,20867.633,21044.349
37,cpREV+F,10551.402,58,21218.804,21230.707,21477.023
38,cpREV+F+I,10478.530,59,21075.060,21087.395,21337.731
39,cpREV+F+G4,10331.844,59,20781.688,20794.022,21044.359
40,cpREV+F+I+G4,10331.893,60,20783.787,20796.562,21050.910
41,mtREV,11064.603,39,22207.205,22212.458,22380.835
42,mtREV+I,10993.032,40,22066.063,22071.595,22244.145
43,mtREV+G4,10748.013,40,21576.027,21581.558,21754.109
44,mtREV+I+G4,10748.278,41,21578.556,21584.374,21761.090
45,mtREV+F,10620.427,58,21356.855,21368.757,21615.074
46,mtREV+F+I,10552.651,59,21223.301,21235.636,21485.972
47,mtREV+F+G4,10357.724,59,20833.449,20845.783,21096.120
48,mtREV+F+I+G4,10357.873,60,20835.746,20848.521,21102.869
49,rtREV,10792.812,39,21663.623,21668.876,21837.253
50,rtREV+I,10726.922,40,21533.844,21539.375,21711.926
