No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,4347.220,57,8808.439,8846.439,9004.903
2,Dayhoff+I,4267.606,58,8651.212,8690.772,8851.122
3,Dayhoff+G4,4093.429,58,8302.859,8342.420,8502.770
4,Dayhoff+I+G4,4093.166,59,8304.332,8345.495,8507.690
5,Dayhoff+F,4348.984,76,8849.968,8925.478,9111.920
6,Dayhoff+F+I,4263.383,77,8680.767,8758.767,8946.165
7,Dayhoff+F+G4,4096.811,77,8347.623,8425.623,8613.022
8,Dayhoff+F+I+G4,4096.155,78,8348.310,8428.859,8617.156
9,mtMAM,4460.441,57,9034.882,9072.882,9231.346
10,mtMAM+I,4386.206,58,8888.412,8927.973,9088.323
11,mtMAM+G4,4206.330,58,8528.661,8568.221,8728.572
12,mtMAM+I+G4,4206.268,59,8530.535,8571.698,8733.893
13,mtMAM+F,4363.075,76,8878.151,8953.661,9140.103
14,mtMAM+F+I,4268.992,77,8691.985,8769.985,8957.383
15,mtMAM+F+G4,4094.886,77,8343.772,8421.772,8609.171
16,mtMAM+F+I+G4,4093.856,78,8343.712,8424.261,8612.557
17,JTT,4210.519,57,8535.037,8573.037,8731.501
18,JTT+I,4134.755,58,8385.510,8425.071,8585.421
19,JTT+G4,4011.203,58,8138.405,8177.966,8338.316
20,JTT+I+G4,4010.605,59,8139.209,8180.372,8342.567
21,JTT+F,4236.041,76,8624.083,8699.592,8886.035
22,JTT+F+I,4154.550,77,8463.099,8541.099,8728.498
23,JTT+F+G4,4023.785,77,8201.571,8279.571,8466.970
24,JTT+F+I+G4,4023.449,78,8202.898,8283.447,8471.744
25,WAG,4277.232,57,8668.463,8706.463,8864.927
26,WAG+I,4203.064,58,8522.128,8561.689,8722.039
27,WAG+G4,4079.369,58,8274.738,8314.298,8474.648
28,WAG+I+G4,4078.871,59,8275.742,8316.904,8479.099
29,WAG+F,4296.684,76,8745.369,8820.878,9007.321
30,WAG+F+I,4216.512,77,8587.025,8665.025,8852.423
31,WAG+F+G4,4082.906,77,8319.813,8397.813,8585.211
32,WAG+F+I+G4,4082.916,78,8321.832,8402.381,8590.677
33,cpREV,4268.277,57,8650.553,8688.553,8847.017
34,cpREV+I,4199.845,58,8515.691,8555.251,8715.602
35,cpREV+G4,4073.168,58,8262.336,8301.897,8462.247
36,cpREV+I+G4,4073.114,59,8264.228,8305.391,8467.586
37,cpREV+F,4278.777,76,8709.554,8785.064,8971.506
38,cpREV+F+I,4202.511,77,8559.022,8637.022,8824.421
39,cpREV+F+G4,4058.190,77,8270.381,8348.381,8535.780
40,cpREV+F+I+G4,4058.182,78,8272.365,8352.914,8541.210
41,mtREV,4402.484,57,8918.967,8956.967,9115.431
42,mtREV+I,4340.899,58,8797.797,8837.358,8997.708
43,mtREV+G4,4199.357,58,8514.714,8554.275,8714.625
44,mtREV+I+G4,4198.643,59,8515.287,8556.449,8718.644
45,mtREV+F,4324.099,76,8800.198,8875.708,9062.150
46,mtREV+F+I,4247.996,77,8649.992,8727.992,8915.391
47,mtREV+F+G4,4091.727,77,8337.454,8415.454,8602.853
48,mtREV+F+I+G4,4091.629,78,8339.259,8419.808,8608.104
49,rtREV,4335.124,57,8784.247,8822.247,8980.711
50,rtREV+I,4264.852,58,8645.704,8685.265,8845.615
51,rtREV+G4,4152.873,58,8421.746,8461.306,8621.656
52,rtREV+I+G4,4152.501,59,8423.001,8464.164,8626.359
53,rtREV+F,4335.323,76,8822.646,8898.156,9084.598
54,rtREV+F+I,4254.170,77,8662.340,8740.340,8927.739
55,rtREV+F+G4,4130.514,77,8415.027,8493.027,8680.426
56,rtREV+F+I+G4,4130.357,78,8416.714,8497.263,8685.559
57,mtART,4544.616,57,9203.233,9241.233,9399.697
