No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5197.574,71,10537.147,10578.373,10804.698
2,Dayhoff+I,5049.647,72,10243.295,10285.853,10514.614
3,Dayhoff+G4,4877.253,72,9898.506,9941.065,10169.825
4,Dayhoff+I+G4,4877.139,73,9900.278,9944.197,10175.366
5,Dayhoff+F,5166.691,90,10513.383,10584.911,10852.532
6,Dayhoff+F+I,5014.900,91,10211.799,10285.238,10554.716
7,Dayhoff+F+G4,4842.772,91,9867.544,9940.983,10210.461
8,Dayhoff+F+I+G4,4842.461,92,9868.922,9944.305,10215.607
9,mtMAM,5755.650,71,11653.299,11694.525,11920.850
10,mtMAM+I,5530.562,72,11205.123,11247.682,11476.442
11,mtMAM+G4,5151.123,72,10446.246,10488.805,10717.565
12,mtMAM+I+G4,5151.186,73,10448.372,10492.291,10723.459
13,mtMAM+F,5418.085,90,11016.169,11087.698,11355.318
14,mtMAM+F+I,5217.411,91,10616.823,10690.261,10959.740
15,mtMAM+F+G4,4945.599,91,10073.198,10146.637,10416.115
16,mtMAM+F+I+G4,4945.587,92,10075.174,10150.558,10421.860
17,JTT,5083.137,71,10308.275,10349.500,10575.825
18,JTT+I,4934.430,72,10012.861,10055.420,10284.180
19,JTT+G4,4775.596,72,9695.192,9737.751,9966.511
20,JTT+I+G4,4775.214,73,9696.428,9740.347,9971.516
21,JTT+F,5064.656,90,10309.313,10380.841,10648.462
22,JTT+F+I,4913.622,91,10009.244,10082.682,10352.161
23,JTT+F+G4,4759.484,91,9700.968,9774.407,10043.885
24,JTT+F+I+G4,4759.051,92,9702.102,9777.485,10048.788
25,WAG,5109.686,71,10361.372,10402.598,10628.923
26,WAG+I,4970.676,72,10085.352,10127.910,10356.671
27,WAG+G4,4815.252,72,9774.505,9817.064,10045.824
28,WAG+I+G4,4814.853,73,9775.706,9819.624,10050.793
29,WAG+F,5096.598,90,10373.196,10444.724,10712.345
30,WAG+F+I,4956.587,91,10095.174,10168.612,10438.091
31,WAG+F+G4,4799.406,91,9780.813,9854.252,10123.730
32,WAG+F+I+G4,4798.934,92,9781.868,9857.252,10128.554
33,cpREV,5131.241,71,10404.481,10445.707,10672.032
34,cpREV+I,4995.959,72,10135.918,10178.477,10407.238
35,cpREV+G4,4817.557,72,9779.113,9821.672,10050.432
36,cpREV+I+G4,4817.040,73,9780.081,9823.999,10055.168
37,cpREV+F,5112.378,90,10404.757,10476.285,10743.905
38,cpREV+F+I,4980.274,91,10142.548,10215.986,10485.465
39,cpREV+F+G4,4801.948,91,9785.896,9859.335,10128.814
40,cpREV+F+I+G4,4801.060,92,9786.121,9861.504,10132.806
41,mtREV,5496.821,71,11135.642,11176.868,11403.193
42,mtREV+I,5337.857,72,10819.714,10862.273,11091.033
43,mtREV+G4,5066.056,72,10276.113,10318.672,10547.432
44,mtREV+I+G4,5066.470,73,10278.940,10322.859,10554.028
45,mtREV+F,5224.113,90,10628.226,10699.754,10967.375
46,mtREV+F+I,5078.905,91,10339.809,10413.248,10682.727
47,mtREV+F+G4,4860.367,91,9902.734,9976.173,10245.651
48,mtREV+F+I+G4,4860.548,92,9905.096,9980.479,10251.782
49,rtREV,5203.911,71,10549.822,10591.048,10817.373
50,rtREV+I,5055.937,72,10255.874,10298.433,10527.193
51,rtREV+G4,4877.534,72,9899.068,9941.626,10170.387
52,rtREV+I+G4,4877.236,73,9900.473,9944.392,10175.560
53,rtREV+F,5158.842,90,10497.684,10569.212,10836.833
54,rtREV+F+I,5013.437,91,10208.874,10282.313,10551.791
55,rtREV+F+G4,4832.540,91,9847.081,9920.519,10189.998
56,rtREV+F+I+G4,4832.348,92,9848.697,9924.080,10195.382
57,mtART,5748.827,71,11639.653,11680.879,11907.204
58,mtART+I,5534.547,72,11213.093,11255.652,11484.412
59,mtART+G4,5174.627,72,10493.255,10535.814,10764.574
60,mtART+I+G4,5174.301,73,10494.602,10538.520,10769.689
61,mtART+F,5428.262,90,11036.524,11108.052,11375.673
62,mtART+F+I,5253.115,91,10688.230,10761.669,11031.147
63,mtART+F+G4,4969.827,91,10121.654,10195.092,10464.571
64,mtART+F+I+G4,4969.772,92,10123.545,10198.928,10470.230
65,mtZOA,5518.972,71,11179.945,11221.170,11447.495
66,mtZOA+I,5332.249,72,10808.499,10851.058,11079.818
67,mtZOA+G4,5044.982,72,10233.963,10276.522,10505.282
68,mtZOA+I+G4,5044.735,73,10235.470,10279.389,10510.558
69,mtZOA+F,5263.921,90,10707.843,10779.371,11046.992
70,mtZOA+F+I,5105.908,91,10393.816,10467.254,10736.733
71,mtZOA+F+G4,4880.769,91,9943.539,10016.978,10286.456
72,mtZOA+F+I+G4,4880.901,92,9945.801,10021.184,10292.487
73,VT,5113.458,71,10368.916,10410.142,10636.467
74,VT+I,4970.537,72,10085.074,10127.632,10356.393
75,VT+G4,4819.536,72,9783.072,9825.631,10054.392
76,VT+I+G4,4819.155,73,9784.310,9828.229,10059.398
77,VT+F,5098.628,90,10377.257,10448.785,10716.406
78,VT+F+I,4955.917,91,10093.834,10167.273,10436.751
79,VT+F+G4,4806.562,91,9795.125,9868.563,10138.042
80,VT+F+I+G4,4806.164,92,9796.328,9871.711,10143.013
81,LG,5157.029,71,10456.058,10497.283,10723.608
82,LG+I,5006.239,72,10156.478,10199.037,10427.797
83,LG+G4,4829.803,72,9803.606,9846.165,10074.925
84,LG+I+G4,4829.454,73,9804.908,9848.827,10079.996
85,LG+F,5134.646,90,10449.291,10520.819,10788.440
86,LG+F+I,4987.065,91,10156.130,10229.569,10499.048
87,LG+F+G4,4811.986,91,9805.972,9879.411,10148.889
88,LG+F+I+G4,4811.595,92,9807.189,9882.573,10153.875
89,DCMut,5197.317,71,10536.635,10577.861,10804.186
90,DCMut+I,5049.275,72,10242.549,10285.108,10513.868
91,DCMut+G4,4877.209,72,9898.417,9940.976,10169.736
92,DCMut+I+G4,4876.672,73,9899.345,9943.263,10174.432
93,DCMut+F,5166.460,90,10512.919,10584.448,10852.068
94,DCMut+F+I,5014.567,91,10211.134,10284.572,10554.051
95,DCMut+F+G4,4842.735,91,9867.470,9940.909,10210.388
96,DCMut+F+I+G4,4842.195,92,9868.391,9943.774,10215.076
97,PMB,5163.159,71,10468.317,10509.543,10735.868
98,PMB+I,5020.835,72,10185.671,10228.229,10456.990
99,PMB+G4,4862.633,72,9869.267,9911.825,10140.586
100,PMB+I+G4,4862.425,73,9870.851,9914.770,10145.938
101,PMB+F,5153.190,90,10486.380,10557.908,10825.529
102,PMB+F+I,5014.530,91,10211.061,10284.499,10553.978
103,PMB+F+G4,4857.689,91,9897.379,9970.817,10240.296
104,PMB+F+I+G4,4857.479,92,9898.958,9974.341,10245.644
105,HIVb,5221.832,71,10585.664,10626.889,10853.214
106,HIVb+I,5061.511,72,10267.022,10309.581,10538.341
107,HIVb+G4,4848.702,72,9841.404,9883.962,10112.723
108,HIVb+I+G4,4848.481,73,9842.962,9886.881,10118.050
109,HIVb+F,5195.444,90,10570.887,10642.416,10910.036
110,HIVb+F+I,5029.109,91,10240.217,10313.656,10583.134
111,HIVb+F+G4,4823.247,91,9828.494,9901.932,10171.411
112,HIVb+F+I+G4,4822.444,92,9828.889,9904.272,10175.575
113,HIVw,5392.067,71,10926.134,10967.360,11193.685
114,HIVw+I,5212.322,72,10568.644,10611.203,10839.963
115,HIVw+G4,5010.713,72,10165.427,10207.986,10436.746
116,HIVw+I+G4,5009.946,73,10165.893,10209.812,10440.980
117,HIVw+F,5301.574,90,10783.147,10854.675,11122.296
118,HIVw+F+I,5111.250,91,10404.499,10477.938,10747.416
119,HIVw+F+G4,4924.035,91,10030.070,10103.509,10372.988
120,HIVw+F+I+G4,4923.048,92,10030.097,10105.480,10376.782
121,JTTDCMut,5083.443,71,10308.886,10350.111,10576.436
122,JTTDCMut+I,4935.508,72,10015.015,10057.574,10286.335
123,JTTDCMut+G4,4776.181,72,9696.363,9738.921,9967.682
124,JTTDCMut+I+G4,4775.821,73,9697.643,9741.562,9972.730
125,JTTDCMut+F,5065.122,90,10310.243,10381.772,10649.392
126,JTTDCMut+F+I,4914.613,91,10011.227,10084.666,10354.144
127,JTTDCMut+F+G4,4759.720,91,9701.440,9774.878,10044.357
128,JTTDCMut+F+I+G4,4759.318,92,9702.637,9778.020,10049.322
129,FLU,5237.153,71,10616.307,10657.532,10883.857
130,FLU+I,5075.993,72,10295.986,10338.545,10567.305
131,FLU+G4,4877.593,72,9899.186,9941.744,10170.505
