No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,44880.734,113,89987.467,90001.201,90619.803
2,JC+I,43908.534,114,88045.068,88059.052,88683.000
3,JC+G4,42933.510,114,86095.020,86109.004,86732.952
4,JC+I+G4,42892.596,115,86015.192,86029.429,86658.719
5,F81+F,44877.698,116,89987.396,90001.888,90636.519
6,F81+F+I,43899.623,117,88033.247,88047.997,88687.966
7,F81+F+G4,42928.282,117,86090.564,86105.314,86745.283
8,F81+F+I+G4,42886.567,118,86009.133,86024.143,86669.448
9,K2P,43818.492,114,87864.985,87878.969,88502.916
10,K2P+I,42813.913,115,85857.826,85872.063,86501.354
11,K2P+G4,41731.151,115,83692.301,83706.538,84335.829
12,K2P+I+G4,41693.796,116,83619.593,83634.085,84268.716
13,HKY+F,43815.686,117,87865.371,87880.121,88520.090
14,HKY+F+I,42803.260,118,85842.520,85857.531,86502.835
15,HKY+F+G4,41722.544,118,83681.088,83696.098,84341.403
16,HKY+F+I+G4,41684.407,119,83606.814,83622.087,84272.725
17,TNe,43804.045,115,87838.089,87852.326,88481.617
18,TNe+I,42774.749,116,85781.499,85795.991,86430.622
19,TNe+G4,41714.810,116,83661.620,83676.112,84310.743
20,TNe+I+G4,41673.484,117,83580.968,83595.718,84235.687
21,TN+F,43797.789,118,87831.577,87846.587,88491.892
22,TN+F+I,42757.620,119,85753.239,85768.512,86419.150
23,TN+F+G4,41701.565,119,83641.130,83656.403,84307.041
24,TN+F+I+G4,41658.855,120,83557.710,83573.247,84229.216
25,K3P,43818.491,115,87866.982,87881.219,88510.509
26,K3P+I,42813.912,116,85859.824,85874.316,86508.947
27,K3P+G4,41731.029,116,83694.057,83708.550,84343.181
28,K3P+I+G4,41693.695,117,83621.389,83636.139,84276.108
29,K3Pu+F,43815.685,118,87867.369,87882.379,88527.684
30,K3Pu+F+I,42803.244,119,85844.488,85859.761,86510.399
31,K3Pu+F+G4,41722.371,119,83682.741,83698.014,84348.652
32,K3Pu+F+I+G4,41684.245,120,83608.491,83624.028,84279.997
33,TPM2+F,43814.578,118,87865.155,87880.166,88525.470
34,TPM2+F+I,42801.242,119,85840.485,85855.758,86506.396
35,TPM2+F+G4,41722.251,119,83682.501,83697.774,84348.412
36,TPM2+F+I+G4,41684.294,120,83608.589,83624.126,84280.095
37,TPM2u+F,43814.578,118,87865.155,87880.165,88525.470
38,TPM2u+F+I,42801.242,119,85840.485,85855.758,86506.396
39,TPM2u+F+G4,41722.251,119,83682.501,83697.774,84348.412
40,TPM2u+F+I+G4,41684.294,120,83608.589,83624.127,84280.096
41,TPM3+F,43717.430,118,87670.861,87685.871,88331.176
42,TPM3+F+I,42760.778,119,85759.556,85774.828,86425.466
43,TPM3+F+G4,41672.947,119,83583.894,83599.167,84249.805
44,TPM3+F+I+G4,41638.651,120,83517.303,83532.840,84188.809
45,TPM3u+F,43717.431,118,87670.862,87685.872,88331.177
46,TPM3u+F+I,42760.778,119,85759.555,85774.828,86425.466
47,TPM3u+F+G4,41672.947,119,83583.894,83599.167,84249.805
48,TPM3u+F+I+G4,41638.653,120,83517.305,83532.843,84188.812
49,TIMe,43804.043,116,87840.085,87854.577,88489.208
50,TIMe+I,42774.750,117,85783.501,85798.251,86438.220
51,TIMe+G4,41714.695,117,83663.389,83678.139,84318.108
52,TIMe+I+G4,41673.375,118,83582.749,83597.759,84243.064
53,TIM+F,43797.788,119,87833.576,87848.849,88499.487
54,TIM+F+I,42757.605,120,85755.210,85770.748,86426.717
55,TIM+F+G4,41701.392,120,83642.784,83658.322,84314.291
56,TIM+F+I+G4,41658.677,121,83559.354,83575.159,84236.457
57,TIM2e,43803.688,116,87839.377,87853.869,88488.500
58,TIM2e+I,42773.769,117,85781.538,85796.288,86436.257
59,TIM2e+G4,41713.621,117,83661.242,83675.992,84315.961
60,TIM2e+I+G4,41672.733,118,83581.465,83596.475,84241.780
61,TIM2+F,43796.704,119,87831.409,87846.681,88497.320
62,TIM2+F+I,42755.673,120,85751.346,85766.884,86422.853
63,TIM2+F+G4,41701.231,120,83642.462,83657.999,84313.968
64,TIM2+F+I+G4,41658.725,121,83559.451,83575.256,84236.554
65,TIM3e,43694.707,116,87621.414,87635.906,88270.537
66,TIM3e+I,42725.177,117,85684.355,85699.105,86339.074
67,TIM3e+G4,41656.091,117,83546.182,83560.932,84200.901
68,TIM3e+I+G4,41619.032,118,83474.064,83489.074,84134.379
69,TIM3+F,43698.118,119,87634.237,87649.510,88300.148
70,TIM3+F+I,42714.877,120,85669.754,85685.291,86341.260
71,TIM3+F+G4,41651.050,120,83542.101,83557.638,84213.607
72,TIM3+F+I+G4,41612.409,121,83466.817,83482.623,84143.920
73,TVMe,43709.971,117,87653.943,87668.693,88308.662
74,TVMe+I,42763.335,118,85762.670,85777.680,86422.985
75,TVMe+G4,41671.930,118,83579.860,83594.870,84240.175
76,TVMe+I+G4,41639.096,119,83516.192,83531.465,84182.103
77,TVM+F,43716.193,120,87672.387,87687.925,88343.894
78,TVM+F+I,42758.616,121,85759.231,85775.037,86436.334
79,TVM+F+G4,41672.183,121,83586.365,83602.171,84263.468
80,TVM+F+I+G4,41638.122,122,83520.243,83536.318,84202.942
81,SYM,43694.272,118,87624.544,87639.554,88284.859
82,SYM+I,42724.111,119,85686.221,85701.494,86352.132
83,SYM+G4,41654.467,119,83546.934,83562.207,84212.845
84,SYM+I+G4,41617.864,120,83475.729,83491.267,84147.236
85,GTR+F,43696.891,121,87635.782,87651.587,88312.884
86,GTR+F+I,42712.784,122,85669.569,85685.644,86352.268
87,GTR+F+G4,41650.237,122,83544.474,83560.549,84227.172
88,GTR+F+I+G4,41611.838,123,83469.677,83486.024,84157.971
