No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,38850.546,101,77903.091,77914.500,78464.026
2,JC+I,37773.425,102,75750.850,75762.491,76317.339
3,JC+G4,37162.600,102,74529.199,74540.840,75095.688
4,JC+I+G4,37106.933,103,74419.865,74431.741,74991.908
5,F81+F,38908.632,104,78025.263,78037.376,78602.860
6,F81+F+I,37850.864,105,75911.728,75924.080,76494.878
7,F81+F+G4,37245.179,105,74700.357,74712.710,75283.508
8,F81+F+I+G4,37190.545,106,74593.090,74605.686,75181.794
9,K2P,37977.599,102,76159.199,76170.840,76725.687
10,K2P+I,36872.094,103,73950.187,73962.063,74522.230
11,K2P+G4,36196.808,103,72599.616,72611.492,73171.658
12,K2P+I+G4,36144.213,104,72496.426,72508.540,73074.023
13,HKY+F,38012.404,105,76234.808,76247.161,76817.959
14,HKY+F+I,36933.868,106,74079.736,74092.331,74668.440
15,HKY+F+G4,36261.611,106,72735.222,72747.817,73323.926
16,HKY+F+I+G4,36210.406,107,72634.811,72647.651,73229.069
17,TNe,37968.480,103,76142.960,76154.836,76715.002
18,TNe+I,36870.816,104,73949.632,73961.745,74527.229
19,TNe+G4,36196.094,104,72600.189,72612.302,73177.785
20,TNe+I+G4,36143.851,105,72497.702,72510.055,73080.852
21,TN+F,37999.941,106,76211.882,76224.477,76800.586
22,TN+F+I,36930.529,107,74075.058,74087.898,74669.316
23,TN+F+G4,36259.067,107,72732.133,72744.973,73326.391
24,TN+F+I+G4,36208.497,108,72632.994,72646.081,73232.806
25,K3P,37970.322,103,76146.645,76158.521,76718.687
26,K3P+I,36864.909,104,73937.817,73949.931,74515.414
27,K3P+G4,36188.837,104,72585.674,72597.787,73163.270
28,K3P+I+G4,36136.485,105,72482.970,72495.323,73066.120
29,K3Pu+F,38006.649,106,76225.298,76237.894,76814.002
30,K3Pu+F+I,36926.626,107,74067.251,74080.091,74661.509
31,K3Pu+F+G4,36252.115,107,72718.230,72731.070,73312.488
32,K3Pu+F+I+G4,36201.081,108,72618.162,72631.250,73217.974
33,TPM2+F,37983.985,106,76179.970,76192.565,76768.674
34,TPM2+F+I,36920.516,107,74055.032,74067.872,74649.290
35,TPM2+F+G4,36257.448,107,72728.896,72741.736,73323.154
36,TPM2+F+I+G4,36206.317,108,72628.633,72641.721,73228.445
37,TPM2u+F,37983.986,106,76179.972,76192.567,76768.676
38,TPM2u+F+I,36920.516,107,74055.032,74067.872,74649.290
39,TPM2u+F+G4,36257.449,107,72728.898,72741.738,73323.155
40,TPM2u+F+I+G4,36206.319,108,72628.639,72641.726,73228.450
41,TPM3+F,37946.308,106,76104.616,76117.211,76693.320
42,TPM3+F+I,36887.150,107,73988.300,74001.140,74582.558
43,TPM3+F+G4,36200.549,107,72615.097,72627.937,73209.355
44,TPM3+F+I+G4,36150.972,108,72517.944,72531.031,73117.755
45,TPM3u+F,37946.311,106,76104.622,76117.217,76693.326
46,TPM3u+F+I,36887.150,107,73988.299,74001.139,74582.557
47,TPM3u+F+G4,36200.549,107,72615.099,72627.939,73209.356
48,TPM3u+F+I+G4,36150.973,108,72517.945,72531.033,73117.757
49,TIMe,37961.210,104,76130.420,76142.533,76708.017
50,TIMe+I,36863.632,105,73937.264,73949.617,74520.414
51,TIMe+G4,36188.099,105,72586.197,72598.550,73169.347
52,TIMe+I+G4,36136.108,106,72484.215,72496.810,73072.919
53,TIM+F,37994.172,107,76202.345,76215.185,76796.603
54,TIM+F+I,36923.271,108,74062.542,74075.629,74662.354
55,TIM+F+G4,36249.530,108,72715.060,72728.147,73314.872
56,TIM+F+I+G4,36199.129,109,72616.258,72629.595,73221.624
57,TIM2e,37943.648,104,76095.297,76107.410,76672.893
58,TIM2e+I,36859.387,105,73928.775,73941.128,74511.925
59,TIM2e+G4,36193.320,105,72596.639,72608.992,73179.789
60,TIM2e+I+G4,36141.114,106,72494.228,72506.824,73082.932
61,TIM2+F,37971.234,107,76156.469,76169.309,76750.727
62,TIM2+F+I,36917.156,108,74050.313,74063.400,74650.124
63,TIM2+F+G4,36254.849,108,72725.698,72738.786,73325.510
64,TIM2+F+I+G4,36204.375,109,72626.749,72640.086,73232.114
65,TIM3e,37947.622,104,76103.244,76115.357,76680.841
66,TIM3e+I,36860.108,105,73930.215,73942.568,74513.365
