No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,66160.746,113,132547.493,132548.551,133463.293
2,JC+I,66096.987,114,132421.973,132423.051,133345.878
3,JC+G4,65988.570,114,132205.141,132206.218,133129.045
4,JC+I+G4,65982.741,115,132195.481,132196.577,133127.490
5,F81+F,66003.045,116,132238.089,132239.205,133178.203
6,F81+F+I,65938.901,117,132111.801,132112.936,133060.019
7,F81+F+G4,65830.509,117,131895.019,131896.154,132843.237
8,F81+F+I+G4,65824.373,118,131884.747,131885.901,132841.069
9,K2P,65552.178,114,131332.356,131333.433,132256.260
10,K2P+I,65485.175,115,131200.350,131201.446,132132.359
11,K2P+G4,65360.145,115,130950.290,130951.386,131882.299
12,K2P+I+G4,65354.469,116,130940.938,130942.053,131881.051
13,HKY+F,65405.601,117,131045.201,131046.336,131993.419
14,HKY+F+I,65338.394,118,130912.788,130913.942,131869.110
15,HKY+F+G4,65212.572,118,130661.143,130662.298,131617.466
16,HKY+F+I+G4,65206.794,119,130651.589,130652.763,131616.016
17,TNe,65551.485,115,131332.970,131334.066,132264.979
18,TNe+I,65484.556,116,131201.112,131202.228,132141.226
19,TNe+G4,65358.657,116,130949.314,130950.429,131889.427
20,TNe+I+G4,65352.928,117,130939.856,130940.991,131888.074
21,TN+F,65403.750,118,131043.500,131044.654,131999.822
22,TN+F+I,65336.365,119,130910.731,130911.905,131875.158
23,TN+F+G4,65211.204,119,130660.408,130661.582,131624.835
24,TN+F+I+G4,65205.212,120,130650.424,130651.618,131622.955
25,K3P,65550.140,115,131330.280,131331.376,132262.289
26,K3P+I,65483.175,116,131198.349,131199.465,132138.463
27,K3P+G4,65358.462,116,130948.924,130950.039,131889.037
28,K3P+I+G4,65352.510,117,130939.020,130940.154,131887.237
29,K3Pu+F,65403.827,118,131043.654,131044.808,131999.976
30,K3Pu+F+I,65336.657,119,130911.314,130912.488,131875.741
31,K3Pu+F+G4,65211.149,119,130660.297,130661.471,131624.724
32,K3Pu+F+I+G4,65205.174,120,130650.347,130651.541,131622.878
33,TPM2+F,65405.501,118,131047.003,131048.157,132003.325
34,TPM2+F+I,65338.384,119,130914.767,130915.941,131879.194
35,TPM2+F+G4,65212.546,119,130663.091,130664.265,131627.518
36,TPM2+F+I+G4,65206.562,120,130653.125,130654.318,131625.656
37,TPM2u+F,65405.500,118,131047.000,131048.154,132003.322
38,TPM2u+F+I,65338.385,119,130914.770,130915.943,131879.196
39,TPM2u+F+G4,65212.546,119,130663.091,130664.265,131627.518
40,TPM2u+F+I+G4,65206.528,120,130653.055,130654.249,131625.586
41,TPM3+F,65403.369,118,131042.737,131043.891,131999.060
42,TPM3+F+I,65336.877,119,130911.754,130912.928,131876.181
43,TPM3+F+G4,65211.238,119,130660.476,130661.650,131624.903
44,TPM3+F+I+G4,65205.327,120,130650.655,130651.848,131623.186
45,TPM3u+F,65403.363,118,131042.726,131043.880,131999.048
46,TPM3u+F+I,65336.877,119,130911.754,130912.928,131876.181
47,TPM3u+F+G4,65211.233,119,130660.465,130661.639,131624.892
48,TPM3u+F+I+G4,65205.308,120,130650.617,130651.811,131623.148
49,TIMe,65549.450,116,131330.901,131332.016,132271.014
50,TIMe+I,65482.559,117,131199.118,131200.252,132147.335
51,TIMe+G4,65356.975,117,130947.950,130949.085,131896.168
52,TIMe+I+G4,65350.927,118,130937.855,130939.009,131894.177
53,TIM+F,65401.973,119,131041.946,131043.119,132006.372
54,TIM+F+I,65334.628,120,130909.257,130910.450,131881.788
55,TIM+F+G4,65209.781,120,130659.561,130660.755,131632.092
56,TIM+F+I+G4,65203.509,121,130649.017,130650.231,131629.653
57,TIM2e,65551.479,116,131334.958,131336.073,132275.071
58,TIM2e+I,65484.503,117,131203.005,131204.140,132151.223
59,TIM2e+G4,65358.515,117,130951.030,130952.164,131899.248
60,TIM2e+I+G4,65352.389,118,130940.778,130941.933,131897.101
61,TIM2+F,65403.650,119,131045.299,131046.473,132009.726
62,TIM2+F+I,65336.351,120,130912.701,130913.895,131885.232
63,TIM2+F+G4,65211.201,120,130662.402,130663.596,131634.933
64,TIM2+F+I+G4,65204.901,121,130651.802,130653.016,131632.438
65,TIM3e,65546.668,116,131325.336,131326.452,132265.450
66,TIM3e+I,65480.735,117,131195.471,131196.606,132143.689
67,TIM3e+G4,65354.819,117,130943.637,130944.772,131891.855
68,TIM3e+I+G4,65348.944,118,130933.888,130935.042,131890.210
69,TIM3+F,65401.526,119,131041.051,131042.225,132005.478
70,TIM3+F+I,65334.868,120,130909.737,130910.930,131882.268
71,TIM3+F+G4,65209.850,120,130659.699,130660.893,131632.230
72,TIM3+F+I+G4,65203.686,121,130649.372,130650.585,131630.008
73,TVMe,65545.539,117,131325.078,131326.212,132273.296
74,TVMe+I,65479.503,118,131195.007,131196.161,132151.329
75,TVMe+G4,65354.678,118,130945.356,130946.511,131901.679
76,TVMe+I+G4,65348.621,119,130935.241,130936.415,131899.668
77,TVM+F,65401.559,120,131043.119,131044.313,132015.650
78,TVM+F+I,65335.190,121,130912.381,130913.594,131893.016
79,TVM+F+G4,65209.841,121,130661.683,130662.896,131642.318
80,TVM+F+I+G4,65203.735,122,130651.471,130652.704,131640.211
81,SYM,65544.831,118,131325.661,131326.815,132281.983
82,SYM+I,65478.866,119,131195.732,131196.906,132160.159
83,SYM+G4,65353.221,119,130944.442,130945.616,131908.869
84,SYM+I+G4,65347.213,120,130934.425,130935.619,131906.956
85,GTR+F,65399.720,121,131041.439,131042.653,132022.075
86,GTR+F+I,65333.184,122,130910.367,130911.601,131899.107
87,GTR+F+G4,65208.477,122,130660.953,130662.187,131649.693
88,GTR+F+I+G4,65202.243,123,130650.486,130651.740,131647.331
