No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,62760.689,117,125755.377,125765.090,126456.591
2,JC+I,60675.174,118,121586.348,121596.229,122293.555
3,JC+G4,58182.218,118,116600.437,116610.318,117307.644
4,JC+I+G4,58157.809,119,116553.618,116563.671,117266.819
5,F81+F,62782.869,120,125805.738,125815.963,126524.932
6,F81+F+I,60688.003,121,121618.005,121628.404,122343.192
7,F81+F+G4,58210.884,121,116663.768,116674.167,117388.955
8,F81+F+I+G4,58185.850,122,116615.701,116626.276,117346.881
9,K2P,61052.509,118,122341.018,122350.899,123048.225
10,K2P+I,58922.072,119,118082.143,118092.196,118795.344
11,K2P+G4,56270.662,119,112779.323,112789.376,113492.524
12,K2P+I+G4,56245.637,120,112731.274,112741.499,113450.468
13,HKY+F,61078.125,121,122398.250,122408.650,123123.438
14,HKY+F+I,58937.930,122,118119.861,118130.436,118851.041
15,HKY+F+G4,56283.694,122,112811.387,112821.962,113542.567
16,HKY+F+I+G4,56258.303,123,112762.605,112773.357,113499.779
17,TNe,60982.918,119,122203.835,122213.888,122917.036
18,TNe+I,58819.599,120,117879.197,117889.423,118598.391
19,TNe+G4,56242.172,120,112724.344,112734.569,113443.537
20,TNe+I+G4,56213.770,121,112669.539,112679.939,113394.726
21,TN+F,60975.590,122,122195.181,122205.756,122926.361
22,TN+F+I,58792.891,123,117831.782,117842.534,118568.955
23,TN+F+G4,56230.666,123,112707.331,112718.084,113444.505
24,TN+F+I+G4,56200.375,124,112648.750,112659.681,113391.918
25,K3P,61052.376,119,122342.752,122352.805,123055.953
26,K3P+I,58921.984,120,118083.967,118094.193,118803.161
27,K3P+G4,56270.431,120,112780.862,112791.088,113500.056
28,K3P+I+G4,56245.386,121,112732.772,112743.171,113457.959
29,K3Pu+F,61077.980,122,122399.960,122410.535,123131.141
30,K3Pu+F+I,58937.791,123,118121.582,118132.334,118858.756
31,K3Pu+F+G4,56283.518,123,112813.036,112823.788,113550.210
32,K3Pu+F+I+G4,56258.119,124,112764.237,112775.168,113507.404
33,TPM2+F,61077.690,122,122399.380,122409.956,123130.561
34,TPM2+F+I,58934.869,123,118115.738,118126.490,118852.912
35,TPM2+F+G4,56265.975,123,112777.949,112788.701,113515.123
36,TPM2+F+I+G4,56242.483,124,112732.966,112743.897,113476.133
37,TPM2u+F,61077.695,122,122399.390,122409.965,123130.571
38,TPM2u+F+I,58934.869,123,118115.738,118126.490,118852.911
39,TPM2u+F+G4,56265.975,123,112777.949,112788.701,113515.123
40,TPM2u+F+I+G4,56242.485,124,112732.971,112743.901,113476.138
41,TPM3+F,61039.482,122,122322.964,122333.539,123054.145
42,TPM3+F+I,58932.135,123,118110.270,118121.022,118847.443
43,TPM3+F+G4,56278.113,123,112802.227,112812.979,113539.401
44,TPM3+F+I+G4,56252.878,124,112753.756,112764.687,113496.923
45,TPM3u+F,61039.482,122,122322.965,122333.540,123054.145
46,TPM3u+F+I,58932.135,123,118110.269,118121.022,118847.443
47,TPM3u+F+G4,56278.112,123,112802.225,112812.977,113539.399
48,TPM3u+F+I+G4,56252.880,124,112753.760,112764.691,113496.927
49,TIMe,60982.793,120,122205.585,122215.811,122924.779
50,TIMe+I,58819.523,121,117881.046,117891.445,118606.233
51,TIMe+G4,56241.934,121,112725.868,112736.268,113451.055
52,TIMe+I+G4,56213.549,122,112671.099,112681.674,113402.279
53,TIM+F,60975.463,123,122196.927,122207.679,122934.101
54,TIM+F+I,58792.771,124,117833.541,117844.472,118576.708
55,TIM+F+G4,56230.463,124,112708.926,112719.857,113452.093
56,TIM+F+I+G4,56200.182,125,112650.365,112661.476,113399.525
57,TIM2e,60981.397,120,122202.794,122213.020,122921.988
58,TIM2e+I,58814.383,121,117870.766,117881.165,118595.953
59,TIM2e+G4,56214.896,121,112671.793,112682.192,113396.980
60,TIM2e+I+G4,56188.920,122,112621.840,112632.415,113353.021
61,TIM2+F,60975.186,123,122196.372,122207.124,122933.546
62,TIM2+F+I,58790.034,124,117828.068,117838.998,118571.235
63,TIM2+F+G4,56210.840,124,112669.681,112680.612,113412.848
64,TIM2+F+I+G4,56182.619,125,112615.238,112626.349,113364.398
65,TIM3e,60932.218,120,122104.436,122114.661,122823.630
66,TIM3e+I,58808.616,121,117859.232,117869.631,118584.419
67,TIM3e+G4,56228.577,121,112699.155,112709.554,113424.342
68,TIM3e+I+G4,56200.584,122,112645.168,112655.743,113376.349
69,TIM3+F,60936.317,123,122118.633,122129.385,122855.807
70,TIM3+F+I,58787.445,124,117822.891,117833.822,118566.058
71,TIM3+F+G4,56223.211,124,112694.422,112705.352,113437.589
72,TIM3+F+I+G4,56193.284,125,112636.567,112647.678,113385.728
73,TVMe,61000.493,121,122242.986,122253.385,122968.173
74,TVMe+I,58904.890,122,118053.781,118064.356,118784.961
75,TVMe+G4,56234.043,122,112712.085,112722.660,113443.266
76,TVMe+I+G4,56211.536,123,112669.073,112679.825,113406.246
77,TVM+F,61038.695,124,122325.389,122336.320,123068.556
78,TVM+F+I,58928.671,125,118107.343,118118.454,118856.503
79,TVM+F+G4,56260.695,125,112771.389,112782.500,113520.550
80,TVM+F+I+G4,56237.277,126,112726.553,112737.846,113481.707
81,SYM,60930.353,122,122104.706,122115.281,122835.886
82,SYM+I,58803.104,123,117852.207,117862.959,118589.381
83,SYM+G4,56201.789,123,112649.577,112660.329,113386.751
84,SYM+I+G4,56176.204,124,112600.409,112611.340,113343.576
85,GTR+F,60935.557,125,122121.115,122132.226,122870.275
86,GTR+F+I,58784.235,126,117820.471,117831.764,118575.625
87,GTR+F+G4,56203.652,126,112659.304,112670.596,113414.457
88,GTR+F+I+G4,56175.835,127,112605.669,112617.146,113366.816
