No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,64802.797,115,129835.594,129842.478,130559.180
2,JC+I,62770.710,116,125773.420,125780.424,126503.297
3,JC+G4,61227.442,116,122686.885,122693.890,123416.762
4,JC+I+G4,61203.636,117,122641.272,122648.399,123377.441
5,F81+F,64767.320,118,129770.640,129777.891,130513.102
6,F81+F+I,62737.289,119,125712.579,125719.955,126461.332
7,F81+F+G4,61200.722,119,122639.444,122646.820,123388.198
8,F81+F+I+G4,61176.149,120,122592.297,122599.799,123347.343
9,K2P,62998.465,116,126228.929,126235.934,126958.807
10,K2P+I,60888.328,117,122010.656,122017.783,122746.825
11,K2P+G4,59189.005,117,118612.010,118619.138,119348.180
12,K2P+I+G4,59163.478,118,118562.956,118570.207,119305.418
13,HKY+F,62977.961,119,126193.921,126201.297,126942.675
14,HKY+F+I,60841.635,120,121923.269,121930.771,122678.315
15,HKY+F+G4,59110.621,120,118461.243,118468.745,119216.289
16,HKY+F+I+G4,59083.805,121,118409.610,118417.239,119170.948
17,TNe,62959.852,117,126153.704,126160.831,126889.873
18,TNe+I,60866.339,118,121968.678,121975.929,122711.140
19,TNe+G4,59182.588,118,118601.177,118608.428,119343.638
20,TNe+I+G4,59157.061,119,118552.121,118559.497,119300.875
21,TN+F,62846.745,120,125933.489,125940.991,126688.535
22,TN+F+I,60749.189,121,121740.379,121748.008,122501.717
23,TN+F+G4,59052.524,121,118347.049,118354.678,119108.386
24,TN+F+I+G4,59026.056,122,118296.112,118303.869,119063.742
25,K3P,62996.732,117,126227.464,126234.591,126963.633
26,K3P+I,60886.565,118,122009.130,122016.381,122751.591
27,K3P+G4,59185.636,118,118607.273,118614.524,119349.734
28,K3P+I+G4,59160.220,119,118558.441,118565.817,119307.194
29,K3Pu+F,62976.653,120,126193.306,126200.808,126948.352
30,K3Pu+F+I,60840.428,121,121922.856,121930.485,122684.194
31,K3Pu+F+G4,59106.292,121,118454.584,118462.213,119215.922
32,K3Pu+F+I+G4,59079.732,122,118403.463,118411.220,119171.093
33,TPM2+F,62930.999,120,126101.998,126109.499,126857.043
34,TPM2+F+I,60798.767,121,121839.535,121847.164,122600.873
35,TPM2+F+G4,59081.265,121,118404.530,118412.159,119165.868
36,TPM2+F+I+G4,59054.633,122,118353.266,118361.023,119120.896
37,TPM2u+F,62930.995,120,126101.991,126109.493,126857.036
38,TPM2u+F+I,60798.767,121,121839.535,121847.164,122600.873
39,TPM2u+F+G4,59081.265,121,118404.530,118412.159,119165.868
40,TPM2u+F+I+G4,59054.634,122,118353.267,118361.024,119120.897
41,TPM3+F,62967.382,120,126174.763,126182.265,126929.809
42,TPM3+F+I,60828.283,121,121898.566,121906.195,122659.903
43,TPM3+F+G4,59110.220,121,118462.439,118470.068,119223.777
44,TPM3+F+I+G4,59083.655,122,118411.310,118419.067,119178.940
45,TPM3u+F,62967.384,120,126174.767,126182.269,126929.813
46,TPM3u+F+I,60828.282,121,121898.565,121906.194,122659.903
47,TPM3u+F+G4,59110.217,121,118462.433,118470.062,119223.771
48,TPM3u+F+I+G4,59083.655,122,118411.311,118419.068,119178.941
