No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,53036.324,99,106270.648,106276.598,106878.482
2,JC+I,52384.184,100,104968.368,104974.440,105582.342
3,JC+G4,51926.897,100,104053.793,104059.865,104667.766
4,JC+I+G4,51866.385,101,103934.770,103940.965,104554.883
5,F81+F,52987.854,102,106179.707,106186.027,106805.960
6,F81+F+I,52332.393,103,104870.787,104877.232,105503.179
7,F81+F+G4,51882.994,103,103971.987,103978.432,104604.379
8,F81+F+I+G4,51820.722,104,103849.444,103856.016,104487.976
9,K2P,51844.136,100,103888.272,103894.344,104502.245
10,K2P+I,51171.532,101,102545.063,102551.258,103165.176
11,K2P+G4,50668.019,101,101538.037,101544.232,102158.150
12,K2P+I+G4,50610.099,102,101424.198,101430.518,102050.451
13,HKY+F,51781.883,103,103769.766,103776.211,104402.159
14,HKY+F+I,51105.899,104,102419.799,102426.371,103058.331
15,HKY+F+G4,50611.383,104,101430.766,101437.339,102069.299
16,HKY+F+I+G4,50551.283,105,101312.565,101319.266,101957.237
17,TNe,51841.992,101,103885.983,103892.178,104506.096
18,TNe+I,51170.851,102,102545.703,102552.022,103171.955
19,TNe+G4,50664.687,102,101533.375,101539.694,102159.627
20,TNe+I+G4,50607.497,103,101420.995,101427.440,102053.387
21,TN+F,51781.864,104,103771.728,103778.300,104410.260
22,TN+F+I,51105.538,105,102421.076,102427.777,103065.748
23,TN+F+G4,50611.052,105,101432.104,101438.805,102076.776
24,TN+F+I+G4,50551.207,106,101314.415,101321.245,101965.226
25,K3P,51842.918,101,103887.835,103894.030,104507.948
26,K3P+I,51170.368,102,102544.737,102551.056,103170.989
27,K3P+G4,50667.264,102,101538.528,101544.848,102164.781
28,K3P+I+G4,50609.305,103,101424.610,101431.055,102057.003
29,K3Pu+F,51781.296,104,103770.592,103777.164,104409.124
30,K3Pu+F+I,51105.409,105,102420.817,102427.518,103065.489
31,K3Pu+F+G4,50611.065,105,101432.130,101438.831,102076.802
32,K3Pu+F+I+G4,50550.969,106,101313.938,101320.769,101964.750
33,TPM2+F,51781.889,104,103771.779,103778.351,104410.311
34,TPM2+F+I,51105.677,105,102421.353,102428.054,103066.025
35,TPM2+F+G4,50610.552,105,101431.104,101437.805,102075.776
36,TPM2+F+I+G4,50550.825,106,101313.649,101320.479,101964.461
37,TPM2u+F,51781.885,104,103771.770,103778.342,104410.302
38,TPM2u+F+I,51105.677,105,102421.353,102428.054,103066.025
39,TPM2u+F+G4,50610.552,105,101431.104,101437.804,102075.775
40,TPM2u+F+I+G4,50550.825,106,101313.649,101320.479,101964.461
41,TPM3+F,51761.477,104,103730.955,103737.527,104369.487
42,TPM3+F+I,51092.713,105,102395.426,102402.127,103040.098
43,TPM3+F+G4,50568.483,105,101346.965,101353.666,101991.637
44,TPM3+F+I+G4,50515.585,106,101243.170,101250.001,101893.982
45,TPM3u+F,51761.478,104,103730.955,103737.528,104369.488
46,TPM3u+F+I,51092.713,105,102395.427,102402.127,103040.098
47,TPM3u+F+G4,50568.480,105,101346.961,101353.661,101991.632
48,TPM3u+F+I+G4,50515.575,106,101243.151,101249.981,101893.962
49,TIMe,51840.772,102,103885.544,103891.863,104511.797
50,TIMe+I,51169.690,103,102545.379,102551.824,103177.772
51,TIMe+G4,50663.925,103,101533.850,101540.295,102166.242
52,TIMe+I+G4,50606.694,104,101421.388,101427.960,102059.920
53,TIM+F,51781.277,105,103772.553,103779.254,104417.225
54,TIM+F+I,51105.048,106,102422.097,102428.927,103072.908
55,TIM+F+G4,50610.736,106,101433.473,101440.303,102084.284
56,TIM+F+I+G4,50550.882,107,101315.763,101322.725,101972.715
57,TIM2e,51837.758,102,103879.517,103885.836,104505.770
58,TIM2e+I,51164.733,103,102535.465,102541.910,103167.858
59,TIM2e+G4,50661.192,103,101528.385,101534.830,102160.777
60,TIM2e+I+G4,50603.298,104,101414.597,101421.169,102053.129
61,TIM2+F,51781.865,105,103773.729,103780.430,104418.401
62,TIM2+F+I,51105.324,106,102422.649,102429.479,103073.461
63,TIM2+F+G4,50610.222,106,101432.443,101439.274,102083.255
64,TIM2+F+I+G4,50550.742,107,101315.485,101322.446,101972.436
65,TIM3e,51801.124,102,103806.248,103812.568,104432.501
66,TIM3e+I,51140.140,103,102486.280,102492.726,103118.673
67,TIM3e+G4,50584.397,103,101374.795,101381.240,102007.187
68,TIM3e+I+G4,50536.831,104,101281.662,101288.235,101920.195
69,TIM3+F,51761.457,105,103732.914,103739.615,104377.586
70,TIM3+F+I,51092.367,106,102396.735,102403.565,103047.546
71,TIM3+F+G4,50568.058,106,101348.116,101354.947,101998.928
72,TIM3+F+I+G4,50515.417,107,101244.834,101251.796,101901.786
73,TVMe,51798.970,103,103803.940,103810.385,104436.332
74,TVMe+I,51134.681,104,102477.361,102483.933,103115.893
75,TVMe+G4,50584.335,104,101376.670,101383.242,102015.202
76,TVMe+I+G4,50535.577,105,101281.153,101287.854,101925.825
77,TVM+F,51761.331,106,103734.661,103741.492,104385.473
78,TVM+F+I,51092.401,107,102398.802,102405.764,103055.754
79,TVM+F+G4,50567.550,107,101349.100,101356.062,102006.052
80,TVM+F+I+G4,50515.053,108,101246.105,101253.199,101909.196
81,SYM,51796.723,104,103801.447,103808.019,104439.979
82,SYM+I,51133.906,105,102477.812,102484.513,103122.484
83,SYM+G4,50581.136,105,101372.273,101378.973,102016.945
84,SYM+I+G4,50532.865,106,101277.731,101284.561,101928.542
85,GTR+F,51761.307,107,103736.615,103743.576,104393.566
86,GTR+F+I,51092.060,108,102400.121,102407.214,103063.212
87,GTR+F+G4,50567.113,108,101350.226,101357.320,102013.317
