No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,36562.337,111,73346.673,73362.243,73950.920
2,JC+I,35970.646,112,72165.291,72181.151,72774.982
3,JC+G4,35356.917,112,70937.834,70953.693,71547.524
4,JC+I+G4,35314.141,113,70854.282,70870.435,71469.416
5,F81+F,36601.392,114,73430.785,73447.234,74051.363
6,F81+F+I,36026.506,115,72283.012,72299.761,72909.034
7,F81+F+G4,35422.200,115,71074.400,71091.148,71700.422
8,F81+F+I+G4,35380.752,116,70993.503,71010.553,71624.968
9,K2P,35616.600,112,71457.200,71473.060,72066.891
10,K2P+I,35002.208,113,70230.417,70246.570,70845.551
11,K2P+G4,34313.116,113,68852.231,68868.384,69467.365
12,K2P+I+G4,34273.941,114,68775.882,68792.331,69396.460
13,HKY+F,35641.395,115,71512.789,71529.538,72138.811
14,HKY+F+I,35056.747,116,70345.494,70362.545,70976.959
15,HKY+F+G4,34380.559,116,68993.119,69010.169,69624.584
16,HKY+F+I+G4,34344.060,117,68922.119,68939.474,69559.028
17,TNe,35613.993,113,71453.986,71470.139,72069.120
18,TNe+I,35002.209,114,70232.418,70248.867,70852.995
19,TNe+G4,34312.838,114,68853.676,68870.125,69474.253
20,TNe+I+G4,34273.917,115,68777.834,68794.582,69403.855
21,TN+F,35640.050,116,71512.101,71529.151,72143.566
22,TN+F+I,35056.736,117,70347.473,70364.828,70984.382
23,TN+F+G4,34380.313,117,68994.625,69011.981,69631.534
24,TN+F+I+G4,34344.015,118,68924.031,68941.694,69566.383
25,K3P,35614.059,113,71454.119,71470.272,72069.253
26,K3P+I,34999.534,114,70227.068,70243.517,70847.646
27,K3P+G4,34309.734,114,68847.469,68863.918,69468.046
28,K3P+I+G4,34270.516,115,68771.033,68787.781,69397.054
29,K3Pu+F,35638.501,116,71509.002,71526.052,72140.467
30,K3Pu+F+I,35053.676,117,70341.352,70358.707,70978.261
31,K3Pu+F+G4,34376.869,117,68987.739,69005.094,69624.647
