No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,75872.697,101,151947.394,151951.864,152599.639
2,JC+I,72884.740,102,145973.479,145978.038,146632.182
3,JC+G4,70442.065,102,141088.130,141092.689,141746.832
4,JC+I+G4,70419.840,103,141045.680,141050.330,141710.841
5,F81+F,76053.512,104,152315.024,152319.765,152986.642
6,F81+F+I,72969.250,105,146148.500,146153.333,146826.576
7,F81+F+G4,70440.563,105,141091.127,141095.959,141769.203
8,F81+F+I+G4,70422.500,106,141057.001,141061.927,141741.535
9,K2P,73696.352,102,147596.704,147601.263,148255.407
10,K2P+I,70607.348,103,141420.696,141425.345,142085.856
11,K2P+G4,67909.823,103,136025.647,136030.296,136690.807
12,K2P+I+G4,67885.718,104,135979.437,135984.178,136651.055
13,HKY+F,73783.531,105,147777.061,147781.894,148455.138
14,HKY+F+I,70503.906,106,141219.811,141224.737,141904.345
15,HKY+F+G4,67638.789,106,135489.578,135494.504,136174.112
16,HKY+F+I+G4,67617.063,107,135448.126,135453.146,136139.118
17,TNe,73550.782,103,147307.564,147312.213,147972.724
18,TNe+I,70506.670,104,141221.341,141226.081,141892.959
19,TNe+G4,67873.530,104,135955.059,135959.800,136626.677
20,TNe+I+G4,67846.259,105,135902.518,135907.351,136580.594
21,TN+F,73586.484,106,147384.969,147389.895,148069.503
22,TN+F+I,70327.432,107,140868.865,140873.885,141559.857
23,TN+F+G4,67562.499,107,135338.998,135344.018,136029.989
24,TN+F+I+G4,67534.437,108,135284.873,135289.988,135982.323
25,K3P,73684.847,103,147575.694,147580.344,148240.855
26,K3P+I,70598.125,104,141404.250,141408.990,142075.868
27,K3P+G4,67907.378,104,136022.755,136027.496,136694.374
28,K3P+I+G4,67883.127,105,135976.254,135981.087,136654.331
29,K3Pu+F,73778.852,106,147769.703,147774.629,148454.237
30,K3Pu+F+I,70502.753,107,141219.506,141224.526,141910.498
31,K3Pu+F+G4,67637.453,107,135488.906,135493.926,136179.898
32,K3Pu+F+I+G4,67615.839,108,135447.679,135452.793,136145.128
33,TPM2+F,73783.365,106,147778.730,147783.656,148463.264
34,TPM2+F+I,70503.890,107,141221.780,141226.799,141912.771
35,TPM2+F+G4,67608.155,107,135430.310,135435.330,136121.302
36,TPM2+F+I+G4,67589.984,108,135395.968,135401.083,136093.417
