No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,42667.138,115,85564.276,85580.644,86192.761
2,JC+I,42190.019,116,84612.038,84628.701,85245.988
3,JC+G4,41547.913,116,83327.826,83344.489,83961.776
4,JC+I+G4,41508.943,117,83251.886,83268.846,83891.300
5,F81+F,42603.161,118,85442.322,85459.583,86087.201
6,F81+F+I,42122.470,119,84482.941,84500.505,85133.286
7,F81+F+G4,41498.028,119,83234.055,83251.620,83884.400
8,F81+F+I+G4,41457.177,120,83154.354,83172.225,83810.164
9,K2P,41633.925,116,83499.851,83516.514,84133.800
10,K2P+I,41141.378,117,82516.757,82533.717,83156.171
11,K2P+G4,40445.636,117,81125.272,81142.233,81764.687
12,K2P+I+G4,40408.258,118,81052.516,81069.777,81697.395
13,HKY+F,41523.424,119,83284.849,83302.413,83935.194
14,HKY+F+I,41026.387,120,82292.774,82310.645,82948.584
15,HKY+F+G4,40353.435,120,80946.869,80964.740,81602.679
16,HKY+F+I+G4,40313.375,121,80868.750,80886.929,81530.025
17,TNe,41630.913,117,83495.827,83512.788,84135.242
18,TNe+I,41135.157,118,82506.313,82523.575,83151.193
19,TNe+G4,40445.294,118,81126.588,81143.849,81771.468
20,TNe+I+G4,40407.341,119,81052.683,81070.247,81703.027
21,TN+F,41520.810,120,83281.620,83299.491,83937.430
22,TN+F+I,41020.419,121,82282.839,82301.018,82944.114
23,TN+F+G4,40353.061,121,80948.121,80966.301,81609.396
24,TN+F+I+G4,40312.353,122,80868.707,80887.199,81535.447
25,K3P,41631.155,117,83496.310,83513.271,84135.725
26,K3P+I,41138.469,118,82512.939,82530.200,83157.819
27,K3P+G4,40441.289,118,81118.577,81135.839,81763.457
28,K3P+I+G4,40403.989,119,81045.979,81063.543,81696.323
29,K3Pu+F,41522.579,120,83285.158,83303.029,83940.968
30,K3Pu+F+I,41025.596,121,82293.192,82311.372,82954.467
31,K3Pu+F+G4,40351.492,121,80944.984,80963.164,81606.259
32,K3Pu+F+I+G4,40311.567,122,80867.135,80885.626,81533.875
33,TPM2+F,41523.106,120,83286.212,83304.083,83942.022
34,TPM2+F+I,41026.211,121,82294.421,82312.601,82955.696
35,TPM2+F+G4,40353.398,121,80948.796,80966.975,81610.071
36,TPM2+F+I+G4,40313.360,122,80870.720,80889.212,81537.460
37,TPM2u+F,41523.103,120,83286.206,83304.076,83942.016
38,TPM2u+F+I,41026.211,121,82294.422,82312.601,82955.697
39,TPM2u+F+G4,40353.398,121,80948.796,80966.975,81610.071
40,TPM2u+F+I+G4,40313.359,122,80870.719,80889.210,81537.459
41,TPM3+F,41523.151,120,83286.301,83304.172,83942.111
42,TPM3+F+I,41026.381,121,82294.761,82312.941,82956.036
43,TPM3+F+G4,40351.928,121,80945.856,80964.036,81607.131
44,TPM3+F+I+G4,40312.287,122,80868.573,80887.065,81535.313
45,TPM3u+F,41523.152,120,83286.304,83304.174,83942.114
46,TPM3u+F+I,41026.381,121,82294.761,82312.941,82956.036
47,TPM3u+F+G4,40351.928,121,80945.856,80964.036,81607.131
48,TPM3u+F+I+G4,40312.287,122,80868.574,80887.065,81535.314
49,TIMe,41628.142,118,83492.285,83509.546,84137.164
50,TIMe+I,41132.244,119,82502.488,82520.052,83152.833
51,TIMe+G4,40440.950,119,81119.901,81137.465,81770.245
52,TIMe+I+G4,40403.072,120,81046.143,81064.014,81701.953
53,TIM+F,41519.962,121,83281.925,83300.105,83943.200
54,TIM+F+I,41019.621,122,82283.243,82301.734,82949.983
55,TIM+F+G4,40351.116,122,80946.233,80964.724,81612.973
56,TIM+F+I+G4,40310.541,123,80867.082,80885.889,81539.288
57,TIM2e,41621.003,118,83478.007,83495.268,84122.887
58,TIM2e+I,41125.224,119,82488.447,82506.012,83138.792
59,TIM2e+G4,40421.350,119,81080.701,81098.265,81731.045
60,TIM2e+I+G4,40384.586,120,81009.173,81027.044,81664.983
61,TIM2+F,41520.495,121,83282.989,83301.169,83944.264
62,TIM2+F+I,41020.245,122,82284.491,82302.982,82951.231
63,TIM2+F+G4,40353.019,122,80950.038,80968.529,81616.778
64,TIM2+F+I+G4,40312.335,123,80870.669,80889.476,81542.875
65,TIM3e,41625.147,118,83486.294,83503.556,84131.174
66,TIM3e+I,41131.378,119,82500.757,82518.321,83151.102
67,TIM3e+G4,40433.204,119,81104.407,81121.972,81754.752
68,TIM3e+I+G4,40396.461,120,81032.921,81050.792,81688.731
69,TIM3+F,41520.531,121,83283.062,83301.242,83944.337
70,TIM3+F+I,41020.420,122,82284.840,82303.332,82951.580
71,TIM3+F+G4,40351.552,122,80947.105,80965.596,81613.845
72,TIM3+F+I+G4,40311.275,123,80868.550,80887.356,81540.755
73,TVMe,41617.017,119,83472.033,83489.598,84122.378
74,TVMe+I,41126.280,120,82492.560,82510.431,83148.370
75,TVMe+G4,40407.702,120,81055.403,81073.274,81711.213
76,TVMe+I+G4,40372.717,121,80987.435,81005.615,81648.710
77,TVM+F,41522.012,122,83288.023,83306.515,83954.763
78,TVM+F+I,41025.324,123,82296.648,82315.454,82968.853
79,TVM+F+G4,40350.440,123,80946.880,80965.686,81619.085
80,TVM+F+I+G4,40310.861,124,80869.722,80888.846,81547.392
81,SYM,41613.897,120,83467.794,83485.665,84123.604
82,SYM+I,41119.898,121,82481.797,82499.976,83143.072
83,SYM+G4,40407.339,121,81056.678,81074.858,81717.953
84,SYM+I+G4,40371.775,122,80987.549,81006.041,81654.289
85,GTR+F,41519.388,123,83284.776,83303.582,83956.981
86,GTR+F+I,41019.350,124,82286.699,82305.823,82964.369
87,GTR+F+G4,40350.059,124,80948.117,80967.241,81625.787
88,GTR+F+I+G4,40309.839,125,80869.678,80889.123,81552.814
