No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,34497.407,117,69228.815,69245.153,69872.312
2,JC+I,33717.914,118,67671.828,67688.456,68320.825
3,JC+G4,33028.145,118,66292.291,66308.918,66941.288
4,JC+I+G4,32979.550,119,66197.100,66214.020,66851.598
5,F81+F,34437.675,120,69115.349,69132.563,69775.347
6,F81+F+I,33637.520,121,67517.040,67534.551,68182.537
7,F81+F+G4,32953.517,121,66149.033,66166.544,66814.530
8,F81+F+I+G4,32902.350,122,66048.699,66066.511,66719.697
9,K2P,33803.126,118,67842.252,67858.879,68491.249
10,K2P+I,32996.438,119,66230.876,66247.795,66885.373
11,K2P+G4,32226.472,119,64690.943,64707.862,65345.440
12,K2P+I+G4,32181.318,120,64602.636,64619.850,65262.633
13,HKY+F,33725.686,121,67693.372,67710.884,68358.870
14,HKY+F+I,32883.046,122,66010.091,66027.903,66681.088
15,HKY+F+G4,32124.607,122,64493.213,64511.025,65164.210
16,HKY+F+I+G4,32074.690,123,64395.381,64413.495,65071.878
17,TNe,33802.038,119,67842.076,67858.995,68496.573
18,TNe+I,32992.101,120,66224.201,66241.415,66884.198
19,TNe+G4,32225.614,120,64691.229,64708.443,65351.226
20,TNe+I+G4,32179.921,121,64601.842,64619.353,65267.339
21,TN+F,33724.393,122,67692.787,67710.598,68363.784
22,TN+F+I,32876.163,123,65998.325,66016.439,66674.822
23,TN+F+G4,32123.299,123,64492.597,64510.711,65169.094
24,TN+F+I+G4,32072.451,124,64392.903,64411.322,65074.900
25,K3P,33800.480,119,67838.960,67855.880,68493.458
26,K3P+I,32993.879,120,66227.757,66244.971,66887.754
27,K3P+G4,32225.134,120,64690.267,64707.481,65350.264
28,K3P+I+G4,32179.926,121,64601.852,64619.363,65267.349
29,K3Pu+F,33722.917,122,67689.834,67707.645,68360.831
30,K3Pu+F+I,32880.168,123,66006.337,66024.451,66682.834
31,K3Pu+F+G4,32123.322,123,64492.643,64510.757,65169.140
32,K3Pu+F+I+G4,32073.305,124,64394.609,64413.029,65076.606
33,TPM2+F,33725.014,122,67694.029,67711.840,68365.026
34,TPM2+F+I,32882.598,123,66011.197,66029.311,66687.694
35,TPM2+F+G4,32124.600,123,64495.199,64513.313,65171.696
36,TPM2+F+I+G4,32074.674,124,64397.348,64415.767,65079.345
37,TPM2u+F,33725.014,122,67694.029,67711.840,68365.026
38,TPM2u+F+I,32882.598,123,66011.197,66029.311,66687.694
39,TPM2u+F+G4,32124.600,123,64495.199,64513.313,65171.696
40,TPM2u+F+I+G4,32074.674,124,64397.347,64415.767,65079.344
41,TPM3+F,33702.037,122,67648.074,67665.885,68319.071
42,TPM3+F+I,32879.637,123,66005.274,66023.388,66681.771
43,TPM3+F+G4,32104.861,123,64455.722,64473.836,65132.219
44,TPM3+F+I+G4,32059.715,124,64367.431,64385.850,65049.428
45,TPM3u+F,33702.038,122,67648.076,67665.888,68319.073
46,TPM3u+F+I,32879.637,123,66005.274,66023.388,66681.771
47,TPM3u+F+G4,32104.861,123,64455.722,64473.836,65132.219
48,TPM3u+F+I+G4,32059.714,124,64367.428,64385.848,65049.425
49,TIMe,33799.383,120,67838.766,67855.980,68498.763
50,TIMe+I,32989.523,121,66221.045,66238.556,66886.542
51,TIMe+G4,32224.269,121,64690.538,64708.049,65356.035
52,TIMe+I+G4,32178.508,122,64601.016,64618.827,65272.013
53,TIM+F,33721.613,123,67689.225,67707.339,68365.722
54,TIM+F+I,32873.255,124,65994.509,66012.929,66676.506
55,TIM+F+G4,32122.021,124,64492.042,64510.462,65174.039
56,TIM+F+I+G4,32071.049,125,64392.099,64410.827,65079.596
57,TIM2e,33801.834,120,67843.668,67860.882,68503.665
58,TIM2e+I,32991.981,121,66225.962,66243.473,66891.459
59,TIM2e+G4,32225.537,121,64693.073,64710.584,65358.570
60,TIM2e+I+G4,32179.854,122,64603.707,64621.519,65274.704
61,TIM2+F,33723.721,123,67693.443,67711.557,68369.940
62,TIM2+F+I,32875.698,124,65999.396,66017.816,66681.394
63,TIM2+F+G4,32123.316,124,64494.633,64513.052,65176.630
64,TIM2+F+I+G4,32072.440,125,64394.879,64413.607,65082.376
65,TIM3e,33750.234,120,67740.467,67757.681,68400.464
66,TIM3e+I,32975.447,121,66192.894,66210.406,66858.391
67,TIM3e+G4,32176.839,121,64595.678,64613.189,65261.175
68,TIM3e+I+G4,32138.604,122,64521.208,64539.019,65192.205
69,TIM3+F,33700.668,123,67647.337,67665.451,68323.834
70,TIM3+F+I,32872.822,124,65993.643,66012.063,66675.640
71,TIM3+F+G4,32103.376,124,64454.751,64473.171,65136.748
72,TIM3+F+I+G4,32057.395,125,64364.789,64383.517,65052.286
73,TVMe,33748.593,121,67739.187,67756.698,68404.684
74,TVMe+I,32976.856,122,66197.713,66215.524,66868.710
75,TVMe+G4,32176.426,122,64596.851,64614.662,65267.848
76,TVMe+I+G4,32138.598,123,64523.197,64541.311,65199.694
77,TVM+F,33698.895,124,67645.791,67664.210,68327.788
78,TVM+F+I,32876.614,125,66003.229,66021.957,66690.726
79,TVM+F+G4,32103.400,125,64456.800,64475.528,65144.297
80,TVM+F+I+G4,32058.168,126,64368.336,64387.375,65061.333
81,SYM,33747.502,122,67739.004,67756.816,68410.001
82,SYM+I,32972.783,123,66191.567,66209.681,66868.064
83,SYM+G4,32175.085,123,64596.169,64614.283,65272.666
84,SYM+I+G4,32136.829,124,64521.658,64540.077,65203.655
85,GTR+F,33697.499,125,67644.998,67663.726,68332.495
86,GTR+F+I,32869.765,126,65991.529,66010.568,66684.526
87,GTR+F+G4,32101.921,126,64455.842,64474.880,65148.839
88,GTR+F+I+G4,32055.815,127,64365.629,64384.981,65064.126
