No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,36590.075,121,73422.150,73438.680,74094.161
2,JC+I,35278.530,122,70801.059,70817.873,71478.624
3,JC+G4,34332.793,122,68909.587,68926.400,69587.151
4,JC+I+G4,34279.181,123,68804.362,68821.460,69487.480
5,F81+F,36577.106,124,73402.212,73419.598,74090.884
6,F81+F+I,35257.732,125,70765.464,70783.140,71459.690
7,F81+F+G4,34314.804,125,68879.607,68897.284,69573.834
8,F81+F+I+G4,34261.372,126,68774.743,68792.713,69474.523
9,K2P,35862.545,122,71969.089,71985.903,72646.654
10,K2P+I,34525.489,123,69296.978,69314.076,69980.096
11,K2P+G4,33515.757,123,67277.513,67294.612,67960.632
12,K2P+I+G4,33464.863,124,67177.726,67195.112,67866.398
13,HKY+F,35843.221,125,71936.442,71954.119,72630.668
14,HKY+F+I,34494.985,126,69241.970,69259.940,69941.750
15,HKY+F+G4,33479.654,126,67211.308,67229.278,67911.088
16,HKY+F+I+G4,33428.564,127,67111.129,67129.394,67816.463
17,TNe,35854.263,123,71954.527,71971.625,72637.645
18,TNe+I,34513.711,124,69275.423,69292.809,69964.096
19,TNe+G4,33515.078,124,67278.156,67295.542,67966.828
20,TNe+I+G4,33463.867,125,67177.735,67195.411,67871.961
21,TN+F,35823.907,126,71899.814,71917.784,72599.594
22,TN+F+I,34468.714,127,69191.428,69209.694,69896.762
23,TN+F+G4,33472.658,127,67199.317,67217.582,67904.651
24,TN+F+I+G4,33420.541,128,67097.082,67115.645,67807.969
25,K3P,35862.324,123,71970.648,71987.746,72653.766
26,K3P+I,34525.309,124,69298.618,69316.005,69987.291
27,K3P+G4,33515.757,124,67279.514,67296.901,67968.187
28,K3P+I+G4,33464.863,125,67179.727,67197.404,67873.953
29,K3Pu+F,35843.170,126,71938.339,71956.309,72638.119
30,K3Pu+F+I,34494.984,127,69243.967,69262.232,69949.301
31,K3Pu+F+G4,33479.437,127,67212.873,67231.138,67918.207
32,K3Pu+F+I+G4,33428.357,128,67112.714,67131.277,67823.601
33,TPM2+F,35830.055,126,71912.110,71930.080,72611.890
34,TPM2+F+I,34485.093,127,69224.185,69242.450,69929.519
35,TPM2+F+G4,33463.221,127,67180.441,67198.706,67885.775
36,TPM2+F+I+G4,33412.642,128,67081.283,67099.847,67792.171
37,TPM2u+F,35830.059,126,71912.118,71930.087,72611.898
38,TPM2u+F+I,34485.092,127,69224.185,69242.450,69929.519
39,TPM2u+F+G4,33463.221,127,67180.441,67198.706,67885.775
40,TPM2u+F+I+G4,33412.642,128,67081.285,67099.848,67792.172
41,TPM3+F,35795.234,126,71842.469,71860.438,72542.249
42,TPM3+F+I,34481.140,127,69216.281,69234.546,69921.615
43,TPM3+F+G4,33464.400,127,67182.800,67201.065,67888.134
44,TPM3+F+I+G4,33414.883,128,67085.765,67104.328,67796.653
45,TPM3u+F,35795.234,126,71842.469,71860.439,72542.249
46,TPM3u+F+I,34481.141,127,69216.281,69234.546,69921.615
47,TPM3u+F+G4,33464.400,127,67182.800,67201.065,67888.134
48,TPM3u+F+I+G4,33414.884,128,67085.767,67104.330,67796.655
49,TIMe,35854.041,124,71956.083,71973.469,72644.755
50,TIMe+I,34513.529,125,69277.057,69294.734,69971.284
51,TIMe+G4,33515.081,125,67280.161,67297.838,67974.388
52,TIMe+I+G4,33463.867,126,67179.735,67197.704,67879.515
53,TIM+F,35823.853,127,71901.705,71919.970,72607.039
54,TIM+F+I,34468.712,128,69193.425,69211.988,69904.313
55,TIM+F+G4,33472.452,128,67200.904,67219.467,67911.792
56,TIM+F+I+G4,33420.344,129,67098.689,67117.553,67815.130
57,TIM2e,35850.514,124,71949.027,71966.414,72637.700
58,TIM2e+I,34511.394,125,69272.788,69290.465,69967.014
