No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,22458.484,101,45118.968,45139.655,45624.094
2,JC+I,22085.073,102,44374.145,44395.263,44884.272
3,JC+G4,21879.819,102,43963.638,43984.755,44473.765
4,JC+I+G4,21841.520,103,43889.040,43910.593,44404.168
5,F81+F,22447.899,104,45103.799,45125.793,45623.928
6,F81+F+I,22077.191,105,44364.383,44386.822,44889.514
7,F81+F+G4,21875.412,105,43960.824,43983.263,44485.954
8,F81+F+I+G4,21837.033,106,43886.065,43908.955,44416.197
9,K2P,21652.340,102,43508.679,43529.797,44018.806
10,K2P+I,21256.305,103,42718.611,42740.164,43233.739
11,K2P+G4,21002.845,103,42211.691,42233.244,42726.819
12,K2P+I+G4,20968.329,104,42144.657,42166.651,42664.787
13,HKY+F,21612.222,105,43434.445,43456.884,43959.576
14,HKY+F+I,21226.674,106,42665.349,42688.239,43195.481
15,HKY+F+G4,20972.698,106,42157.396,42180.286,42687.528
16,HKY+F+I+G4,20939.343,107,42092.687,42116.032,42627.820
17,TNe,21648.796,103,43503.593,43525.146,44018.721
18,TNe+I,21249.425,104,42706.850,42728.844,43226.980
19,TNe+G4,21001.783,104,42211.567,42233.561,42731.696
20,TNe+I+G4,20966.252,105,42142.505,42164.944,42667.635
21,TN+F,21604.484,106,43420.969,43443.859,43951.101
22,TN+F+I,21214.520,107,42643.039,42666.385,43178.172
23,TN+F+G4,20968.406,107,42150.812,42174.157,42685.945
24,TN+F+I+G4,20933.301,108,42082.602,42106.407,42622.736
25,K3P,21649.443,103,43504.886,43526.439,44020.014
26,K3P+I,21253.409,104,42714.819,42736.813,43234.948
27,K3P+G4,21000.097,104,42208.194,42230.188,42728.324
28,K3P+I+G4,20965.533,105,42141.067,42163.506,42666.197
29,K3Pu+F,21607.429,106,43426.858,43449.748,43956.990
30,K3Pu+F+I,21222.853,107,42659.706,42683.051,43194.839
31,K3Pu+F+G4,20969.054,107,42152.107,42175.452,42687.240
32,K3Pu+F+I+G4,20935.715,108,42087.431,42111.237,42627.565
33,TPM2+F,21611.433,106,43434.866,43457.756,43964.998
34,TPM2+F+I,21226.420,107,42666.841,42690.186,43201.974
35,TPM2+F+G4,20971.968,107,42157.936,42181.281,42693.069
36,TPM2+F+I+G4,20938.650,108,42093.300,42117.106,42633.434
37,TPM2u+F,21611.433,106,43434.866,43457.756,43964.998
38,TPM2u+F+I,21226.420,107,42666.841,42690.186,43201.974
39,TPM2u+F+G4,20971.968,107,42157.936,42181.281,42693.069
40,TPM2u+F+I+G4,20938.650,108,42093.300,42117.106,42633.435
41,TPM3+F,21596.017,106,43404.034,43426.924,43934.166
42,TPM3+F+I,21217.330,107,42648.660,42672.005,43183.793
43,TPM3+F+G4,20960.319,107,42134.638,42157.984,42669.771
44,TPM3+F+I+G4,20928.059,108,42072.119,42095.925,42612.253
45,TPM3u+F,21596.017,106,43404.035,43426.925,43934.167
46,TPM3u+F+I,21217.330,107,42648.660,42672.005,43183.793
47,TPM3u+F+G4,20960.319,107,42134.638,42157.984,42669.771
48,TPM3u+F+I+G4,20928.059,108,42072.119,42095.925,42612.253
49,TIMe,21645.909,104,43499.818,43521.812,44019.948
50,TIMe+I,21246.545,105,42703.090,42725.529,43228.220
51,TIMe+G4,20999.048,105,42208.096,42230.535,42733.226
52,TIMe+I+G4,20963.465,106,42138.931,42161.821,42669.063
53,TIM+F,21599.735,107,43413.471,43436.816,43948.604
54,TIM+F+I,21210.767,108,42637.534,42661.340,43177.668
55,TIM+F+G4,20964.785,108,42145.569,42169.375,42685.704
56,TIM+F+I+G4,20929.702,109,42077.405,42101.676,42622.541
57,TIM2e,21645.574,104,43499.148,43521.142,44019.277
58,TIM2e+I,21245.519,105,42701.037,42723.477,43226.168
59,TIM2e+G4,20995.510,105,42201.020,42223.460,42726.151
60,TIM2e+I+G4,20960.261,106,42132.521,42155.411,42662.653
61,TIM2+F,21603.715,107,43421.430,43444.775,43956.563
62,TIM2+F+I,21214.267,108,42644.534,42668.340,43184.669
63,TIM2+F+G4,20967.781,108,42151.562,42175.368,42691.697
64,TIM2+F+I+G4,20932.722,109,42083.443,42107.715,42628.579
