No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,40505.365,105,81220.729,81234.270,81794.803
2,JC+I,38871.493,106,77954.986,77968.793,78534.528
3,JC+G4,38112.457,106,76436.913,76450.720,77016.455
4,JC+I+G4,38017.450,107,76248.900,76262.975,76833.909
5,F81+F,40488.968,108,81193.937,81208.284,81784.413
6,F81+F+I,38845.687,109,77909.373,77923.995,78505.317
7,F81+F+G4,38079.867,109,76377.734,76392.356,76973.677
8,F81+F+I+G4,37985.647,110,76191.295,76206.194,76792.705
9,K2P,39470.462,106,79152.923,79166.730,79732.465
10,K2P+I,37792.181,107,75798.361,75812.437,76383.370
11,K2P+G4,36926.767,107,74067.533,74081.609,74652.542
12,K2P+I+G4,36839.160,108,73894.320,73908.667,74484.796
13,HKY+F,39444.224,109,79106.448,79121.070,79702.391
14,HKY+F+I,37745.550,110,75711.100,75725.999,76312.510
15,HKY+F+G4,36872.070,110,73964.140,73979.039,74565.551
16,HKY+F+I+G4,36784.450,111,73790.901,73806.080,74397.779
17,TNe,39468.349,107,79150.698,79164.774,79735.707
18,TNe+I,37783.220,108,75782.440,75796.788,76372.916
19,TNe+G4,36925.893,108,74067.785,74082.132,74658.261
20,TNe+I+G4,36837.457,109,73892.913,73907.535,74488.857
21,TN+F,39443.488,110,79106.975,79121.875,79708.386
22,TN+F+I,37738.479,111,75698.958,75714.138,76305.836
23,TN+F+G4,36871.800,111,73965.600,73980.780,74572.478
24,TN+F+I+G4,36783.585,112,73791.171,73806.633,74403.516
25,K3P,39469.961,107,79153.922,79167.997,79738.931
26,K3P+I,37791.533,108,75799.065,75813.413,76389.542
27,K3P+G4,36925.890,108,74067.781,74082.128,74658.257
28,K3P+I+G4,36838.266,109,73894.531,73909.153,74490.475
29,K3Pu+F,39443.588,110,79107.176,79122.075,79708.587
30,K3Pu+F+I,37744.706,111,75711.411,75726.591,76318.290
31,K3Pu+F+G4,36871.022,111,73964.044,73979.223,74570.922
32,K3Pu+F+I+G4,36783.373,112,73790.747,73806.209,74403.092
33,TPM2+F,39426.179,110,79072.358,79087.257,79673.768
34,TPM2+F+I,37728.258,111,75678.515,75693.695,76285.394
35,TPM2+F+G4,36855.384,111,73932.769,73947.948,74539.647
36,TPM2+F+I+G4,36767.754,112,73759.509,73774.971,74371.854
37,TPM2u+F,39426.180,110,79072.359,79087.259,79673.770
38,TPM2u+F+I,37728.258,111,75678.515,75693.695,76285.394
39,TPM2u+F+G4,36855.384,111,73932.769,73947.948,74539.647
40,TPM2u+F+I+G4,36767.755,112,73759.509,73774.972,74371.855
41,TPM3+F,39416.553,110,79053.106,79068.005,79654.516
42,TPM3+F+I,37734.056,111,75690.112,75705.291,76296.990
43,TPM3+F+G4,36861.960,111,73945.919,73961.099,74552.798
44,TPM3+F+I+G4,36774.631,112,73773.262,73788.725,74385.608
45,TPM3u+F,39416.553,110,79053.106,79068.006,79654.517
46,TPM3u+F+I,37734.056,111,75690.112,75705.292,76296.990
47,TPM3u+F+G4,36861.960,111,73945.919,73961.099,74552.797
48,TPM3u+F+I+G4,36774.632,112,73773.263,73788.726,74385.609
49,TIMe,39467.858,108,79151.716,79166.063,79742.192
50,TIMe+I,37782.565,109,75783.131,75797.753,76379.074
51,TIMe+G4,36925.041,109,74068.083,74082.705,74664.026
52,TIMe+I+G4,36836.573,110,73893.147,73908.046,74494.558
53,TIM+F,39442.856,111,79107.711,79122.891,79714.590
54,TIM+F+I,37737.627,112,75699.254,75714.717,76311.600
55,TIM+F+G4,36870.764,112,73965.529,73980.991,74577.874
56,TIM+F+I+G4,36782.515,113,73791.029,73806.777,74408.842
57,TIM2e,39451.822,108,79119.645,79133.992,79710.121
58,TIM2e+I,37767.475,109,75752.950,75767.572,76348.893
59,TIM2e+G4,36911.006,109,74040.011,74054.633,74635.955
60,TIM2e+I+G4,36822.518,110,73865.036,73879.935,74466.447
61,TIM2+F,39425.499,111,79072.998,79088.178,79679.877
62,TIM2+F+I,37721.318,112,75666.636,75682.098,76278.981
63,TIM2+F+G4,36855.096,112,73934.192,73949.655,74546.538
64,TIM2+F+I+G4,36766.823,113,73759.646,73775.394,74377.459
65,TIM3e,39417.755,108,79051.510,79065.857,79641.986
66,TIM3e+I,37757.012,109,75732.023,75746.645,76327.967
67,TIM3e+G4,36898.751,109,74015.502,74030.124,74611.445
68,TIM3e+I+G4,36810.871,110,73841.741,73856.641,74443.152
69,TIM3+F,39415.745,111,79053.490,79068.670,79660.369
70,TIM3+F+I,37726.973,112,75677.946,75693.409,76290.292
71,TIM3+F+G4,36861.678,112,73947.356,73962.819,74559.702
72,TIM3+F+I+G4,36773.758,113,73773.515,73789.263,74391.328
73,TVMe,39403.686,109,79025.372,79039.993,79621.315
74,TVMe+I,37750.206,110,75720.412,75735.311,76321.823
75,TVMe+G4,36885.307,110,73990.615,74005.514,74592.026
76,TVMe+I+G4,36798.248,111,73818.496,73833.676,74425.374
77,TVM+F,39398.709,112,79021.417,79036.880,79633.763
78,TVM+F+I,37716.940,113,75659.879,75675.627,76277.692
79,TVM+F+G4,36845.465,113,73916.931,73932.679,74534.744
80,TVM+F+I+G4,36758.105,114,73744.210,73760.247,74367.491
81,SYM,39401.512,110,79023.024,79037.923,79624.434
82,SYM+I,37741.548,111,75705.095,75720.275,76311.973
83,SYM+G4,36884.169,111,73990.337,74005.517,74597.216
84,SYM+I+G4,36796.227,112,73816.453,73831.916,74428.799
85,GTR+F,39397.976,113,79021.953,79037.701,79639.765
86,GTR+F+I,37709.986,114,75647.972,75664.009,76271.252
87,GTR+F+G4,36845.106,114,73918.212,73934.249,74541.492
88,GTR+F+I+G4,36757.158,115,73744.316,73760.644,74373.064
