No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,22494.240,101,45190.480,45210.819,45697.157
2,JC+I,22123.222,102,44450.444,44471.207,44962.139
3,JC+G4,21916.589,102,44037.179,44057.942,44548.873
4,JC+I+G4,21879.004,103,43964.007,43985.198,44480.718
5,F81+F,22483.078,104,45174.156,45195.780,45695.884
6,F81+F+I,22114.993,105,44439.986,44462.048,44966.730
7,F81+F+G4,21911.102,105,44032.204,44054.266,44558.948
8,F81+F+I+G4,21873.466,106,43958.932,43981.436,44490.693
9,K2P,21696.983,102,43597.966,43618.729,44109.660
10,K2P+I,21303.316,103,42812.633,42833.824,43329.344
11,K2P+G4,21047.685,103,42301.370,42322.561,42818.081
12,K2P+I+G4,21013.683,104,42235.365,42256.989,42757.093
13,HKY+F,21656.527,105,43523.055,43545.116,44049.799
14,HKY+F+I,21273.439,106,42758.878,42781.382,43290.639
15,HKY+F+G4,21015.586,106,42243.173,42265.677,42774.933
16,HKY+F+I+G4,20982.905,107,42179.810,42202.761,42716.587
17,TNe,21693.722,103,43593.444,43614.635,44110.155
18,TNe+I,21296.776,104,42801.552,42823.176,43323.280
19,TNe+G4,21046.618,104,42301.236,42322.859,42822.963
20,TNe+I+G4,21011.654,105,42233.309,42255.370,42760.053
21,TN+F,21649.206,106,43510.412,43532.916,44042.172
22,TN+F+I,21261.729,107,42737.457,42760.409,43274.235
23,TN+F+G4,21011.411,107,42236.823,42259.774,42773.600
24,TN+F+I+G4,20977.065,108,42170.129,42193.533,42711.923
25,K3P,21693.305,103,43592.609,43613.800,44109.320
26,K3P+I,21299.652,104,42807.303,42828.927,43329.031
27,K3P+G4,21044.107,104,42296.214,42317.838,42817.942
28,K3P+I+G4,21010.063,105,42230.126,42252.187,42756.870
29,K3Pu+F,21650.700,106,43513.400,43535.904,44045.161
30,K3Pu+F+I,21268.680,107,42751.360,42774.311,43288.137
31,K3Pu+F+G4,21010.909,107,42235.817,42258.768,42772.594
32,K3Pu+F+I+G4,20978.258,108,42172.517,42195.920,42714.310
33,TPM2+F,21655.660,106,43523.320,43545.824,44055.080
34,TPM2+F+I,21273.170,107,42760.341,42783.292,43297.118
35,TPM2+F+G4,21014.698,107,42243.397,42266.348,42780.174
