No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,40564.818,105,81339.636,81353.030,81914.785
2,JC+I,38930.783,106,78073.567,78087.224,78654.193
3,JC+G4,38173.844,106,76559.688,76573.345,77140.314
4,JC+I+G4,38077.134,107,76368.269,76382.192,76954.372
5,F81+F,40548.637,108,81313.275,81327.467,81904.856
6,F81+F+I,38904.921,109,78027.842,78042.305,78624.901
7,F81+F+G4,38140.812,109,76499.624,76514.087,77096.682
8,F81+F+I+G4,38044.998,110,76309.995,76324.733,76912.532
9,K2P,39523.261,106,79258.523,79272.180,79839.149
10,K2P+I,37845.275,107,75904.551,75918.474,76490.654
11,K2P+G4,36983.927,107,74181.854,74195.777,74767.958
12,K2P+I+G4,36894.684,108,74005.368,74019.560,74596.950
13,HKY+F,39496.827,109,79211.655,79226.118,79808.714
14,HKY+F+I,37798.303,110,75816.606,75831.344,76419.143
15,HKY+F+G4,36928.430,110,74076.860,74091.597,74679.396
16,HKY+F+I+G4,36839.341,111,73900.681,73915.696,74508.695
17,TNe,39520.652,107,79255.305,79269.228,79841.408
18,TNe+I,37835.560,108,75887.121,75901.313,76478.702
19,TNe+G4,36982.643,108,74181.285,74195.477,74772.866
20,TNe+I+G4,36892.506,109,74003.011,74017.475,74600.070
21,TN+F,39495.777,110,79211.554,79226.292,79814.091
22,TN+F+I,37790.556,111,75803.111,75818.126,76411.125
23,TN+F+G4,36927.919,111,74077.837,74092.852,74685.851
24,TN+F+I+G4,36838.136,112,73900.271,73915.565,74513.763
25,K3P,39522.224,107,79258.447,79272.370,79844.551
26,K3P+I,37844.078,108,75904.156,75918.348,76495.737
27,K3P+G4,36982.622,108,74181.244,74195.436,74772.825
28,K3P+I+G4,36893.342,109,74004.685,74019.148,74601.744
29,K3Pu+F,39495.591,110,79211.182,79225.919,79813.718
30,K3Pu+F+I,37796.843,111,75815.686,75830.701,76423.700
31,K3Pu+F+G4,36926.920,111,74075.839,74090.854,74683.853
32,K3Pu+F+I+G4,36837.780,112,73899.560,73914.855,74513.052
33,TPM2+F,39479.631,110,79179.262,79194.000,79781.799
34,TPM2+F+I,37781.695,111,75785.389,75800.404,76393.403
35,TPM2+F+G4,36911.612,111,74045.223,74060.238,74653.237
36,TPM2+F+I+G4,36822.479,112,73868.959,73884.253,74482.451
37,TPM2u+F,39479.636,110,79179.272,79194.009,79781.808
38,TPM2u+F+I,37781.694,111,75785.388,75800.403,76393.403
39,TPM2u+F+G4,36911.612,111,74045.223,74060.238,74653.237
40,TPM2u+F+I+G4,36822.480,112,73868.959,73884.253,74482.451
41,TPM3+F,39465.038,110,79150.076,79164.814,79752.613
42,TPM3+F+I,37783.994,111,75789.989,75805.003,76398.003
43,TPM3+F+G4,36915.561,111,74053.123,74068.137,74661.137
44,TPM3+F+I+G4,36826.713,112,73877.426,73892.720,74490.917
45,TPM3u+F,39465.038,110,79150.077,79164.814,79752.613
46,TPM3u+F+I,37783.994,111,75789.987,75805.002,76398.001
47,TPM3u+F+G4,36915.561,111,74053.123,74068.137,74661.137
48,TPM3u+F+I+G4,36826.713,112,73877.426,73892.721,74490.918
49,TIMe,39519.625,108,79255.250,79269.441,79846.831
50,TIMe+I,37834.361,109,75886.722,75901.185,76483.781
51,TIMe+G4,36981.363,109,74180.726,74195.189,74777.785
52,TIMe+I+G4,36891.180,110,74002.359,74017.097,74604.896
53,TIM+F,39494.548,111,79211.096,79226.110,79819.110
54,TIM+F+I,37789.090,112,75802.181,75817.475,76415.672
55,TIM+F+G4,36926.418,112,74076.835,74092.129,74690.327
56,TIM+F+I+G4,36836.587,113,73899.174,73914.751,74518.144
57,TIM2e,39504.984,108,79225.967,79240.159,79817.548
58,TIM2e+I,37820.503,109,75859.007,75873.470,76456.066
59,TIM2e+G4,36967.641,109,74153.281,74167.745,74750.340
60,TIM2e+I+G4,36877.431,110,73974.863,73989.600,74577.399
61,TIM2+F,39478.639,111,79179.278,79194.293,79787.292
62,TIM2+F+I,37774.063,112,75772.126,75787.420,76385.618
63,TIM2+F+G4,36911.068,112,74046.136,74061.430,74659.628
64,TIM2+F+I+G4,36821.207,113,73868.413,73883.990,74487.383
65,TIM3e,39464.845,108,79145.690,79159.882,79737.271
66,TIM3e+I,37805.373,109,75828.747,75843.210,76425.805
67,TIM3e+G4,36950.901,109,74119.802,74134.265,74716.861
68,TIM3e+I+G4,36861.332,110,73942.663,73957.401,74545.200
69,TIM3+F,39463.897,111,79149.794,79164.809,79757.809
70,TIM3+F+I,37776.232,112,75776.463,75791.758,76389.955
71,TIM3+F+G4,36915.035,112,74054.070,74069.364,74667.561
72,TIM3+F+I+G4,36825.496,113,73876.993,73892.570,74495.962
73,TVMe,39452.132,109,79122.263,79136.726,79719.322
74,TVMe+I,37799.985,110,75819.970,75834.707,76422.506
75,TVMe+G4,36937.862,110,74095.723,74110.461,74698.260
76,TVMe+I+G4,36849.117,111,73920.234,73935.249,74528.248
77,TVM+F,39447.996,112,79119.991,79135.285,79733.483
78,TVM+F+I,37767.483,113,75760.966,75776.543,76379.935
79,TVM+F+G4,36898.879,113,74023.758,74039.335,74642.727
80,TVM+F+I+G4,36809.984,114,73847.967,73863.829,74472.414
81,SYM,39449.471,110,79118.942,79133.679,79721.478
82,SYM+I,37790.567,111,75803.134,75818.148,76411.148
83,SYM+G4,36936.201,111,74094.401,74109.416,74702.415
84,SYM+I+G4,36846.585,112,73917.170,73932.464,74530.662
85,GTR+F,39446.918,113,79119.837,79135.413,79738.806
86,GTR+F+I,37759.834,114,75747.668,75763.530,76372.115
87,GTR+F+G4,36898.317,114,74024.635,74040.497,74649.082
88,GTR+F+I+G4,36808.702,115,73847.403,73863.554,74477.328
