No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,19172.153,109,38562.306,38585.839,39110.476
2,JC+I,18729.053,110,37678.107,37702.095,38231.306
3,JC+G4,18189.339,110,36598.677,36622.666,37151.877
4,JC+I+G4,18183.886,111,36589.772,36614.220,37148.001
5,F81+F,19201.078,112,38626.155,38651.068,39189.413
6,F81+F+I,18732.260,113,37690.521,37715.904,38258.807
7,F81+F+G4,18107.000,113,36440.000,36465.383,37008.286
8,F81+F+I+G4,18103.564,114,36435.129,36460.987,37008.445
9,K2P,18871.895,110,37963.790,37987.778,38516.989
10,K2P+I,18421.058,111,37064.116,37088.565,37622.345
11,K2P+G4,17848.141,111,35918.282,35942.730,36476.511
12,K2P+I+G4,17843.136,112,35910.271,35935.185,36473.529
13,HKY+F,18841.474,113,37908.949,37934.332,38477.236
14,HKY+F+I,18338.106,114,36904.211,36930.069,37477.527
15,HKY+F+G4,17650.874,114,35529.747,35555.605,36103.063
16,HKY+F+I+G4,17646.172,115,35522.344,35548.682,36100.689
17,TNe,18863.771,111,37949.541,37973.990,38507.770
18,TNe+I,18405.013,112,37034.026,37058.939,37597.284
19,TNe+G4,17844.549,112,35913.099,35938.012,36476.357
20,TNe+I+G4,17838.834,113,35903.667,35929.051,36471.954
21,TN+F,18840.779,114,37909.557,37935.415,38482.873
22,TN+F+I,18330.296,115,36890.591,36916.929,37468.937
23,TN+F+G4,17650.870,115,35531.739,35558.077,36110.084
24,TN+F+I+G4,17646.066,116,35524.133,35550.955,36107.507
25,K3P,18863.662,111,37949.324,37973.772,38507.553
26,K3P+I,18413.059,112,37050.118,37075.031,37613.376
27,K3P+G4,17841.422,112,35906.845,35931.758,36470.102
28,K3P+I+G4,17836.362,113,35898.724,35924.107,36467.011
29,K3Pu+F,18841.356,114,37910.712,37936.570,38484.028
30,K3Pu+F+I,18338.081,115,36906.162,36932.499,37484.507
31,K3Pu+F+G4,17648.757,115,35527.514,35553.852,36105.859
32,K3Pu+F+I+G4,17644.016,116,35520.032,35546.854,36103.406
33,TPM2+F,18839.531,114,37907.062,37932.920,38480.378
34,TPM2+F+I,18336.381,115,36902.761,36929.099,37481.106
35,TPM2+F+G4,17635.786,115,35501.572,35527.910,36079.917
36,TPM2+F+I+G4,17631.160,116,35494.321,35521.143,36077.695
37,TPM2u+F,18839.530,114,37907.061,37932.919,38480.377
38,TPM2u+F+I,18336.381,115,36902.761,36929.099,37481.106
39,TPM2u+F+G4,17635.786,115,35501.572,35527.909,36079.917
40,TPM2u+F+I+G4,17631.160,116,35494.319,35521.141,36077.693
41,TPM3+F,18826.957,114,37881.915,37907.772,38455.230
42,TPM3+F+I,18334.010,115,36898.021,36924.358,37476.366
43,TPM3+F+G4,17650.881,115,35531.761,35558.099,36110.106
