No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,33050.522,113,66327.043,66344.174,66935.994
2,JC+I,32601.201,114,65430.403,65447.848,66044.743
3,JC+G4,31706.052,114,63640.105,63657.550,64254.444
4,JC+I+G4,31701.918,115,63633.837,63651.600,64253.566
5,F81+F,33062.821,116,66357.642,66375.726,66982.759
6,F81+F+I,32595.877,117,65425.755,65444.163,66056.261
7,F81+F+G4,31693.785,117,63621.570,63639.978,64252.077
8,F81+F+I+G4,31688.741,118,63613.482,63632.217,64249.378
9,K2P,32286.016,114,64800.033,64817.478,65414.373
10,K2P+I,31821.186,115,63872.372,63890.135,64492.100
11,K2P+G4,30854.557,115,61939.113,61956.876,62558.842
12,K2P+I+G4,30851.033,116,61934.067,61952.151,62559.185
13,HKY+F,32272.626,117,64779.253,64797.661,65409.760
14,HKY+F+I,31778.345,118,63792.690,63811.425,64428.586
15,HKY+F+G4,30780.177,118,61796.355,61815.090,62432.250
16,HKY+F+I+G4,30775.418,119,61788.836,61807.902,62430.121
17,TNe,32277.822,115,64785.644,64803.407,65405.373
18,TNe+I,31810.878,116,63853.757,63871.840,64478.874
19,TNe+G4,30853.012,116,61938.024,61956.108,62563.142
20,TNe+I+G4,30849.250,117,61932.499,61950.907,62563.006
21,TN+F,32235.430,118,64706.860,64725.595,65342.755
22,TN+F+I,31731.847,119,63701.693,63720.759,64342.978
23,TN+F+G4,30754.631,119,61747.261,61766.326,62388.546
24,TN+F+I+G4,30748.506,120,61737.012,61756.411,62383.685
25,K3P,32285.799,115,64801.599,64819.362,65421.328
26,K3P+I,31820.953,116,63873.905,63891.989,64499.023
27,K3P+G4,30854.143,116,61940.285,61958.369,62565.403
28,K3P+I+G4,30850.599,117,61935.199,61953.607,62565.705
29,K3Pu+F,32272.310,118,64780.620,64799.356,65416.516
30,K3Pu+F+I,31777.987,119,63793.973,63813.039,64435.258
31,K3Pu+F+G4,30779.244,119,61796.488,61815.553,62437.772
32,K3Pu+F+I+G4,30774.487,120,61788.974,61808.373,62435.648
33,TPM2+F,32267.565,118,64771.130,64789.866,65407.026
34,TPM2+F+I,31773.312,119,63784.625,63803.690,64425.910
35,TPM2+F+G4,30765.025,119,61768.050,61787.116,62409.335
36,TPM2+F+I+G4,30760.465,120,61760.930,61780.329,62407.604
37,TPM2u+F,32267.565,118,64771.131,64789.866,65407.027
38,TPM2u+F+I,31773.312,119,63784.625,63803.690,64425.910
39,TPM2u+F+G4,30765.025,119,61768.050,61787.115,62409.334
40,TPM2u+F+I+G4,30760.464,120,61760.929,61780.328,62407.602
41,TPM3+F,32259.759,118,64755.519,64774.254,65391.414
42,TPM3+F+I,31774.208,119,63786.416,63805.481,64427.700
43,TPM3+F+G4,30777.463,119,61792.926,61811.991,62434.210
44,TPM3+F+I+G4,30773.042,120,61786.084,61805.483,62432.758
45,TPM3u+F,32259.760,118,64755.519,64774.254,65391.415
46,TPM3u+F+I,31774.208,119,63786.416,63805.481,64427.700
47,TPM3u+F+G4,30777.463,119,61792.925,61811.991,62434.210
48,TPM3u+F+I+G4,30773.043,120,61786.085,61805.484,62432.759
49,TIMe,32277.617,116,64787.233,64805.317,65412.351
50,TIMe+I,31810.660,117,63855.320,63873.728,64485.827
51,TIMe+G4,30852.612,117,61939.224,61957.632,62569.730
52,TIMe+I+G4,30848.831,118,61933.661,61952.397,62569.557
53,TIM+F,32235.133,119,64708.266,64727.331,65349.551
54,TIM+F+I,31731.516,120,63703.031,63722.430,64349.705
55,TIM+F+G4,30753.698,120,61747.396,61766.795,62394.070
56,TIM+F+I+G4,30747.595,121,61737.190,61756.925,62389.252
57,TIM2e,32273.321,116,64778.642,64796.726,65403.760
58,TIM2e+I,31806.440,117,63846.879,63865.287,64477.386
59,TIM2e+G4,30838.459,117,61910.919,61929.327,62541.426
60,TIM2e+I+G4,30834.913,118,61905.827,61924.562,62541.722
61,TIM2+F,32230.516,119,64699.033,64718.098,65340.317
62,TIM2+F+I,31726.980,120,63693.960,63713.359,64340.634
63,TIM2+F+G4,30739.715,120,61719.430,61738.829,62366.104
64,TIM2+F+I+G4,30733.832,121,61709.664,61729.399,62361.726
65,TIM3e,32212.591,116,64657.181,64675.265,65282.299
66,TIM3e+I,31768.215,117,63770.430,63788.838,64400.937
67,TIM3e+G4,30811.261,117,61856.521,61874.929,62487.028
68,TIM3e+I+G4,30808.513,118,61853.026,61871.761,62488.922
69,TIM3+F,32221.935,119,64681.871,64700.936,65323.155
70,TIM3+F+I,31727.441,120,63694.882,63714.280,64341.555
71,TIM3+F+G4,30751.673,120,61743.345,61762.744,62390.019
72,TIM3+F+I+G4,30745.973,121,61733.946,61753.681,62386.008
73,TVMe,32216.703,117,64667.407,64685.815,65297.914
74,TVMe+I,31774.068,118,63784.137,63802.872,64420.032
75,TVMe+G4,30799.205,118,61834.410,61853.145,62470.305
76,TVMe+I+G4,30796.820,119,61831.640,61850.706,62472.925
77,TVM+F,32254.794,120,64749.587,64768.986,65396.261
78,TVM+F+I,31769.226,121,63780.452,63800.188,64432.515
79,TVM+F+G4,30762.292,121,61766.584,61786.320,62418.647
80,TVM+F+I+G4,30758.074,122,61760.148,61780.223,62417.599
81,SYM,32208.306,118,64652.612,64671.347,65288.507
82,SYM+I,31763.960,119,63765.920,63784.985,64407.205
83,SYM+G4,30796.992,119,61831.984,61851.049,62473.268
84,SYM+I+G4,30794.372,120,61828.744,61848.143,62475.418
85,GTR+F,32217.096,121,64676.193,64695.928,65328.255
86,GTR+F+I,31722.616,122,63689.231,63709.306,64346.682
87,GTR+F+G4,30736.743,122,61717.487,61737.562,62374.938
88,GTR+F+I+G4,30731.315,123,61708.630,61729.048,62371.471
