No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,54604.586,115,109439.172,109452.579,110089.215
2,JC+I,53137.207,116,106506.414,106520.061,107162.110
3,JC+G4,51985.892,116,104203.784,104217.431,104859.480
4,JC+I+G4,51922.523,117,104079.046,104092.936,104740.394
5,F81+F,54646.153,118,109528.305,109542.439,110195.305
6,F81+F+I,53200.781,119,106639.562,106653.942,107312.215
7,F81+F+G4,52053.496,119,104344.992,104359.373,105017.645
8,F81+F+I+G4,51991.799,120,104223.599,104238.229,104901.904
9,K2P,53206.424,116,106644.848,106658.495,107300.543
10,K2P+I,51700.045,117,103634.089,103647.979,104295.437
11,K2P+G4,50438.555,117,101111.110,101125.000,101772.458
12,K2P+I+G4,50378.409,118,100992.819,101006.953,101659.819
13,HKY+F,53233.823,119,106705.647,106720.028,107378.300
14,HKY+F+I,51752.711,120,103745.421,103760.051,104423.727
15,HKY+F+G4,50503.333,120,101246.666,101261.296,101924.971
16,HKY+F+I+G4,50444.464,121,101130.928,101145.809,101814.886
17,TNe,53205.559,117,106645.119,106659.008,107306.466
18,TNe+I,51697.860,118,103631.720,103645.854,104298.720
19,TNe+G4,50438.508,118,101113.017,101127.150,101780.017
20,TNe+I+G4,50378.001,119,100994.001,101008.382,101666.654
21,TN+F,53222.174,120,106684.348,106698.977,107362.653
22,TN+F+I,51751.635,121,103745.269,103760.150,104429.227
23,TN+F+G4,50497.537,121,101237.074,101251.955,101921.032
24,TN+F+I+G4,50440.474,122,101124.948,101140.082,101814.558
25,K3P,53206.370,117,106646.740,106660.630,107308.088
26,K3P+I,51699.967,118,103635.934,103650.067,104302.934
27,K3P+G4,50438.128,118,101112.255,101126.389,101779.256
28,K3P+I+G4,50377.992,119,100993.985,101008.365,101666.638
29,K3Pu+F,53233.826,120,106707.652,106722.282,107385.957
30,K3Pu+F+I,51752.543,121,103747.086,103761.967,104431.044
31,K3Pu+F+G4,50502.482,121,101246.963,101261.844,101930.921
32,K3Pu+F+I+G4,50443.575,122,101131.150,101146.284,101820.760
33,TPM2+F,53191.993,120,106623.985,106638.615,107302.291
34,TPM2+F+I,51721.650,121,103685.300,103700.181,104369.258
35,TPM2+F+G4,50470.268,121,101182.536,101197.417,101866.494
36,TPM2+F+I+G4,50412.449,122,101068.897,101084.032,101758.508
37,TPM2u+F,53191.993,120,106623.986,106638.616,107302.292
38,TPM2u+F+I,51721.650,121,103685.300,103700.181,104369.258
39,TPM2u+F+G4,50470.268,121,101182.535,101197.416,101866.493
40,TPM2u+F+I+G4,50412.450,122,101068.900,101084.034,101758.510
41,TPM3+F,53160.806,120,106561.611,106576.241,107239.917
42,TPM3+F+I,51724.439,121,103690.877,103705.758,104374.835
43,TPM3+F+G4,50480.546,121,101203.093,101217.974,101887.051
44,TPM3+F+I+G4,50423.128,122,101090.256,101105.390,101779.866
