No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,40541.925,105,81293.849,81307.316,81868.462
2,JC+I,38907.777,106,78027.555,78041.286,78607.640
3,JC+G4,38167.175,106,76546.350,76560.081,77126.435
4,JC+I+G4,38065.904,107,76345.807,76359.806,76931.365
5,F81+F,40525.047,108,81266.095,81280.364,81857.125
6,F81+F+I,38881.398,109,77980.797,77995.339,78577.299
7,F81+F+G4,38133.675,109,76485.350,76499.892,77081.853
8,F81+F+I+G4,38033.261,110,76286.521,76301.339,76888.496
9,K2P,39515.493,106,79242.985,79256.717,79823.071
10,K2P+I,37837.622,107,75889.244,75903.243,76474.802
11,K2P+G4,36990.499,107,74194.998,74208.997,74780.556
12,K2P+I+G4,36897.248,108,74010.496,74024.766,74601.526
13,HKY+F,39488.704,109,79195.409,79209.951,79791.911
14,HKY+F+I,37790.536,110,75801.072,75815.890,76403.047
15,HKY+F+G4,36934.745,110,74089.491,74104.309,74691.466
16,HKY+F+I+G4,36841.666,111,73905.332,73920.429,74512.780
17,TNe,39513.233,107,79240.466,79254.464,79826.023
18,TNe+I,37828.425,108,75872.850,75887.119,76463.880
19,TNe+G4,36989.472,108,74194.943,74209.212,74785.973
20,TNe+I+G4,36895.364,109,74008.728,74023.270,74605.231
21,TN+F,39487.878,110,79195.755,79210.573,79797.730
22,TN+F+I,37783.277,111,75788.553,75803.650,76396.001
23,TN+F+G4,36934.391,111,74090.781,74105.878,74698.229
24,TN+F+I+G4,36840.676,112,73905.352,73920.730,74518.273
25,K3P,39514.558,107,79243.117,79257.115,79828.674
26,K3P+I,37836.562,108,75889.123,75903.393,76480.154
27,K3P+G4,36989.300,108,74194.600,74208.869,74785.630
28,K3P+I+G4,36896.058,109,74010.117,74024.659,74606.619
29,K3Pu+F,39487.596,110,79195.191,79210.009,79797.166
30,K3Pu+F+I,37789.233,111,75800.466,75815.563,76407.914
31,K3Pu+F+G4,36933.343,111,74088.686,74103.783,74696.134
32,K3Pu+F+I+G4,36840.253,112,73904.506,73919.884,74517.426
33,TPM2+F,39470.042,110,79160.084,79174.902,79762.059
34,TPM2+F+I,37772.510,111,75767.020,75782.117,76374.468
35,TPM2+F+G4,36916.575,111,74055.150,74070.246,74662.597
36,TPM2+F+I+G4,36823.562,112,73871.124,73886.502,74484.044
37,TPM2u+F,39470.042,110,79160.084,79174.902,79762.059
38,TPM2u+F+I,37772.510,111,75767.020,75782.116,76374.467
39,TPM2u+F+G4,36916.575,111,74055.150,74070.246,74662.597
40,TPM2u+F+I+G4,36823.562,112,73871.123,73886.501,74484.043
41,TPM3+F,39459.512,110,79139.024,79153.842,79740.999
42,TPM3+F+I,37777.827,111,75777.654,75792.751,76385.102
43,TPM3+F+G4,36923.753,111,74069.506,74084.602,74676.953
44,TPM3+F+I+G4,36830.876,112,73885.753,73901.131,74498.673
45,TPM3u+F,39459.512,110,79139.024,79153.842,79740.999
46,TPM3u+F+I,37777.827,111,75777.654,75792.751,76385.102
47,TPM3u+F+G4,36923.773,111,74069.545,74084.642,74676.993
48,TPM3u+F+I+G4,36830.877,112,73885.753,73901.131,74498.673
49,TIMe,39512.308,108,79240.617,79254.886,79831.647
50,TIMe+I,37827.356,109,75872.712,75887.254,76469.215
51,TIMe+G4,36988.283,109,74194.565,74209.107,74791.068
52,TIMe+I+G4,36894.184,110,74008.369,74023.187,74610.344
53,TIM+F,39486.774,111,79195.548,79210.645,79802.996
54,TIM+F+I,37781.962,112,75787.924,75803.302,76400.844
55,TIM+F+G4,36932.978,112,74089.956,74105.334,74702.876
56,TIM+F+I+G4,36839.266,113,73904.532,73920.194,74522.924
57,TIM2e,39496.103,108,79208.206,79222.475,79799.236
58,TIM2e+I,37811.965,109,75841.930,75856.472,76438.432
59,TIM2e+G4,36973.185,109,74164.370,74178.912,74760.872
60,TIM2e+I+G4,36879.106,110,73978.212,73993.030,74580.187
61,TIM2+F,39469.270,111,79160.540,79175.637,79767.988
62,TIM2+F+I,37765.375,112,75754.750,75770.128,76367.670
63,TIM2+F+G4,36916.199,112,74056.398,74071.776,74669.318
64,TIM2+F+I+G4,36822.499,113,73870.998,73886.660,74489.391
65,TIM3e,39460.858,108,79137.715,79151.984,79728.745
66,TIM3e+I,37800.523,109,75819.045,75833.587,76415.548
67,TIM3e+G4,36960.747,109,74139.495,74154.037,74735.997
68,TIM3e+I+G4,36867.095,110,73954.191,73969.009,74556.166
69,TIM3+F,39458.602,111,79139.203,79154.300,79746.651
70,TIM3+F+I,37770.542,112,75765.085,75780.462,76378.005
71,TIM3+F+G4,36923.411,112,74070.823,74086.201,74683.743
72,TIM3+F+I+G4,36829.886,113,73885.772,73901.434,74504.165
73,TVMe,39446.336,109,79110.672,79125.214,79707.174
74,TVMe+I,37793.247,110,75806.495,75821.313,76408.470
75,TVMe+G4,36946.101,110,74112.202,74127.020,74714.177
76,TVMe+I+G4,36853.374,111,73928.748,73943.845,74536.196
77,TVM+F,39441.010,112,79106.020,79121.398,79718.941
78,TVM+F+I,37759.924,113,75745.848,75761.510,76364.241
79,TVM+F+G4,36905.732,113,74037.463,74053.125,74655.856
80,TVM+F+I+G4,36812.924,114,73853.847,73869.796,74477.712
81,SYM,39444.032,110,79108.065,79122.883,79710.040
82,SYM+I,37784.321,111,75790.642,75805.739,76398.090
83,SYM+G4,36944.789,111,74111.579,74126.675,74719.026
84,SYM+I+G4,36851.183,112,73926.366,73941.744,74539.286
85,GTR+F,39440.160,113,79106.321,79121.983,79724.713
86,GTR+F+I,37752.757,114,75733.513,75749.462,76357.378
87,GTR+F+G4,36905.340,114,74038.680,74054.629,74662.545
88,GTR+F+I+G4,36811.858,115,73853.717,73869.955,74483.054
