No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,14590.438,55,29290.877,29297.395,29560.858
2,Dayhoff+I,14438.295,56,28988.589,28995.352,29263.480
3,Dayhoff+G4,14288.598,56,28689.196,28695.958,28964.086
4,Dayhoff+I+G4,14288.746,57,28691.491,28698.503,28971.290
5,Dayhoff+F,14517.245,74,29182.491,29194.478,29545.739
6,Dayhoff+F+I,14363.982,75,28877.964,28890.288,29246.120
7,Dayhoff+F+G4,14218.984,75,28587.968,28600.293,28956.125
8,Dayhoff+F+I+G4,14218.895,76,28589.789,28602.456,28962.855
9,mtMAM,16138.803,55,32387.606,32394.125,32657.588
10,mtMAM+I,15870.715,56,31853.430,31860.193,32128.320
11,mtMAM+G4,15338.121,56,30788.243,30795.006,31063.133
12,mtMAM+I+G4,15339.095,57,30792.189,30799.201,31071.988
13,mtMAM+F,15279.724,74,30707.449,30719.436,31070.696
14,mtMAM+F+I,15045.074,75,30240.147,30252.472,30608.304
15,mtMAM+F+G4,14684.910,75,29519.819,29532.144,29887.976
16,mtMAM+F+I+G4,14685.661,76,29523.322,29535.988,29896.387
17,JTT,14503.464,55,29116.927,29123.446,29386.909
18,JTT+I,14344.493,56,28800.986,28807.748,29075.876
19,JTT+G4,14192.079,56,28496.158,28502.921,28771.049
20,JTT+I+G4,14192.258,57,28498.516,28505.528,28778.315
21,JTT+F,14422.493,74,28992.986,29004.973,29356.234
22,JTT+F+I,14265.275,75,28680.550,28692.874,29048.706
23,JTT+F+G4,14119.172,75,28388.345,28400.669,28756.501
24,JTT+F+I+G4,14119.146,76,28390.293,28402.959,28763.358
25,WAG,14792.908,55,29695.816,29702.334,29965.797
26,WAG+I,14624.646,56,29361.293,29368.056,29636.183
27,WAG+G4,14440.129,56,28992.258,28999.021,29267.148
28,WAG+I+G4,14440.816,57,28995.632,29002.644,29275.431
29,WAG+F,14694.109,74,29536.218,29548.205,29899.465
30,WAG+F+I,14527.281,75,29204.562,29216.886,29572.718
31,WAG+F+G4,14346.512,75,28843.023,28855.348,29211.180
32,WAG+F+I+G4,14347.094,76,28846.188,28858.855,29219.254
33,cpREV,15116.797,55,30343.593,30350.112,30613.575
34,cpREV+I,14903.902,56,29919.803,29926.566,30194.693
35,cpREV+G4,14646.925,56,29405.851,29412.613,29680.741
36,cpREV+I+G4,14647.583,57,29409.166,29416.177,29688.965
37,cpREV+F,14911.455,74,29970.911,29982.898,30334.159
38,cpREV+F+I,14710.893,75,29571.787,29584.111,29939.943
39,cpREV+F+G4,14469.465,75,29088.929,29101.254,29457.086
40,cpREV+F+I+G4,14470.009,76,29092.018,29104.685,29465.084
41,mtREV,15624.433,55,31358.866,31365.384,31628.847
42,mtREV+I,15434.724,56,30981.448,30988.211,31256.338
43,mtREV+G4,15084.179,56,30280.358,30287.120,30555.248
44,mtREV+I+G4,15085.226,57,30284.452,30291.464,30564.251
45,mtREV+F,14989.951,74,30127.902,30139.889,30491.150
46,mtREV+F+I,14793.190,75,29736.380,29748.704,30104.537
47,mtREV+F+G4,14514.642,75,29179.283,29191.608,29547.440
48,mtREV+F+I+G4,14515.161,76,29182.321,29194.988,29555.387
49,rtREV,15083.129,55,30276.259,30282.777,30546.240
50,rtREV+I,14874.469,56,29860.937,29867.700,30135.828
51,rtREV+G4,14631.850,56,29375.700,29382.463,29650.590
52,rtREV+I+G4,14632.274,57,29378.548,29385.559,29658.347
53,rtREV+F,14899.616,74,29947.231,29959.219,30310.479
54,rtREV+F+I,14706.000,75,29562.000,29574.325,29930.157
55,rtREV+F+G4,14489.864,75,29129.729,29142.053,29497.885
56,rtREV+F+I+G4,14490.193,76,29132.386,29145.053,29505.451
57,mtART,16331.692,55,32773.383,32779.902,33043.365
58,mtART+I,16035.162,56,32182.324,32189.087,32457.214
59,mtART+G4,15469.088,56,31050.176,31056.939,31325.066
60,mtART+I+G4,15469.465,57,31052.929,31059.941,31332.728
61,mtART+F,15424.768,74,30997.536,31009.523,31360.784
62,mtART+F+I,15187.183,75,30524.367,30536.691,30892.523
63,mtART+F+G4,14796.064,75,29742.127,29754.451,30110.284
64,mtART+F+I+G4,14796.594,76,29745.188,29757.855,30118.254
65,mtZOA,15698.664,55,31507.327,31513.846,31777.309
