No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,13732.855,73,27611.710,27624.361,27964.522
2,JC+I,13070.559,74,26289.118,26302.131,26646.762
3,JC+G4,12856.980,74,25861.960,25874.973,26219.605
4,JC+I+G4,12833.431,75,25816.863,25830.243,26179.340
5,F81+F,13745.477,76,27642.954,27656.707,28010.265
6,F81+F+I,13083.086,77,26320.172,26334.303,26692.315
7,F81+F+G4,12870.647,77,25895.294,25909.426,26267.438
8,F81+F+I+G4,12846.379,78,25848.758,25863.274,26225.735
9,K2P,13323.141,74,26794.282,26807.295,27151.926
10,K2P+I,12635.057,75,25420.114,25433.494,25782.591
11,K2P+G4,12390.511,75,24931.022,24944.403,25293.500
12,K2P+I+G4,12366.437,76,24884.874,24898.627,25252.185
13,HKY+F,13339.588,77,26833.176,26847.308,27205.320
14,HKY+F+I,12651.230,78,25458.460,25472.976,25835.436
15,HKY+F+G4,12403.137,78,24962.274,24976.790,25339.251
16,HKY+F+I+G4,12378.859,79,24915.718,24930.623,25297.527
17,TNe,13320.470,75,26790.940,26804.321,27153.418
18,TNe+I,12631.769,76,25415.538,25429.291,25782.849
19,TNe+G4,12387.950,76,24927.899,24941.652,25295.209
20,TNe+I+G4,12363.771,77,24881.542,24895.674,25253.685
21,TN+F,13328.022,78,26812.044,26826.560,27189.021
22,TN+F+I,12640.349,79,25438.698,25453.604,25820.508
23,TN+F+G4,12393.462,79,24944.925,24959.830,25326.734
24,TN+F+I+G4,12368.650,80,24897.300,24912.601,25283.943
25,K3P,13323.056,75,26796.111,26809.491,27158.589
26,K3P+I,12635.036,76,25422.073,25435.826,25789.383
27,K3P+G4,12390.487,76,24932.975,24946.728,25300.285
28,K3P+I+G4,12366.431,77,24886.861,24900.993,25259.005
29,K3Pu+F,13339.566,78,26835.131,26849.647,27212.108
30,K3Pu+F+I,12651.217,79,25460.435,25475.340,25842.244
31,K3Pu+F+G4,12403.132,79,24964.265,24979.171,25346.074
32,K3Pu+F+I+G4,12378.861,80,24917.721,24933.022,25304.364
33,TPM2+F,13338.840,78,26833.680,26848.196,27210.656
34,TPM2+F+I,12651.140,79,25460.280,25475.186,25842.089
35,TPM2+F+G4,12403.108,79,24964.216,24979.122,25346.026
36,TPM2+F+I+G4,12378.869,80,24917.737,24933.038,25304.380
37,TPM2u+F,13338.840,78,26833.680,26848.196,27210.657
38,TPM2u+F+I,12651.140,79,25460.280,25475.186,25842.089
39,TPM2u+F+G4,12403.108,79,24964.216,24979.122,25346.026
40,TPM2u+F+I+G4,12378.869,80,24917.738,24933.039,25304.381
41,TPM3+F,13326.139,78,26808.278,26822.794,27185.254
42,TPM3+F+I,12645.536,79,25449.073,25463.979,25830.882
43,TPM3+F+G4,12394.223,79,24946.447,24961.353,25328.257
44,TPM3+F+I+G4,12369.928,80,24899.855,24915.156,25286.498
45,TPM3u+F,13326.140,78,26808.280,26822.796,27185.257
46,TPM3u+F+I,12645.536,79,25449.072,25463.977,25830.881
47,TPM3u+F+G4,12394.223,79,24946.447,24961.353,25328.257
48,TPM3u+F+I+G4,12369.926,80,24899.852,24915.153,25286.494
49,TIMe,13320.387,76,26792.773,26806.526,27160.084
50,TIMe+I,12631.750,77,25417.501,25431.633,25789.644
51,TIMe+G4,12387.919,77,24929.839,24943.970,25301.982
52,TIMe+I+G4,12363.753,78,24883.505,24898.021,25260.482
