No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,7287.267,73,14720.533,14744.542,15031.622
2,Dayhoff+I,7006.493,74,14160.986,14185.708,14476.337
3,Dayhoff+G4,6795.096,74,13738.192,13762.914,14053.542
4,Dayhoff+I+G4,6786.868,75,13723.737,13749.183,14043.349
5,Dayhoff+F,7304.936,92,14793.873,14833.576,15185.930
6,Dayhoff+F+I,7023.747,93,14233.493,14274.154,14629.812
7,Dayhoff+F+G4,6808.325,93,13802.649,13843.310,14198.968
8,Dayhoff+F+I+G4,6800.866,94,13789.732,13831.364,14190.312
9,mtMAM,7967.500,73,16080.999,16105.008,16392.088
10,mtMAM+I,7601.379,74,15350.758,15375.480,15666.108
11,mtMAM+G4,7173.299,74,14494.598,14519.319,14809.948
12,mtMAM+I+G4,7161.719,75,14473.438,14498.884,14793.050
13,mtMAM+F,7690.891,92,15565.782,15605.485,15957.839
14,mtMAM+F+I,7337.353,93,14860.706,14901.367,15257.025
15,mtMAM+F+G4,6976.662,93,14139.324,14179.985,14535.643
16,mtMAM+F+I+G4,6964.537,94,14117.075,14158.707,14517.655
17,JTT,7185.392,73,14516.785,14540.794,14827.874
18,JTT+I,6905.159,74,13958.318,13983.040,14273.669
19,JTT+G4,6702.065,74,13552.130,13576.852,13867.480
20,JTT+I+G4,6697.111,75,13544.222,13569.669,13863.834
21,JTT+F,7206.386,92,14596.772,14636.475,14988.829
22,JTT+F+I,6925.495,93,14036.991,14077.651,14433.309
23,JTT+F+G4,6721.155,93,13628.310,13668.971,14024.629
24,JTT+F+I+G4,6716.214,94,13620.428,13662.060,14021.008
25,WAG,7198.393,73,14542.787,14566.796,14853.876
26,WAG+I,6928.676,74,14005.352,14030.074,14320.702
27,WAG+G4,6738.284,74,13624.568,13649.289,13939.918
28,WAG+I+G4,6731.206,75,13612.412,13637.858,13932.024
29,WAG+F,7210.642,92,14605.283,14644.986,14997.341
30,WAG+F+I,6940.956,93,14067.912,14108.572,14464.231
31,WAG+F+G4,6751.350,93,13688.700,13729.361,14085.019
32,WAG+F+I+G4,6744.127,94,13676.255,13717.887,14076.835
33,cpREV,7248.769,73,14643.538,14667.547,14954.627
34,cpREV+I,6981.712,74,14111.425,14136.146,14426.775
35,cpREV+G4,6767.681,74,13683.363,13708.084,13998.713
36,cpREV+I+G4,6759.895,75,13669.791,13695.237,13989.403
37,cpREV+F,7232.203,92,14648.405,14688.108,15040.463
38,cpREV+F+I,6965.751,93,14117.501,14158.162,14513.820
39,cpREV+F+G4,6759.882,93,13705.764,13746.425,14102.083
40,cpREV+F+I+G4,6751.294,94,13690.588,13732.220,14091.168
41,mtREV,7661.024,73,15468.047,15492.056,15779.136
42,mtREV+I,7344.911,74,14837.822,14862.544,15153.173
43,mtREV+G4,7051.032,74,14250.065,14274.786,14565.415
44,mtREV+I+G4,7041.553,75,14233.105,14258.552,14552.717
45,mtREV+F,7423.408,92,15030.815,15070.518,15422.872
46,mtREV+F+I,7124.023,93,14434.046,14474.706,14830.364
47,mtREV+F+G4,6862.591,93,13911.181,13951.842,14307.500
48,mtREV+F+I+G4,6850.640,94,13889.281,13930.912,14289.861
49,rtREV,7334.501,73,14815.002,14839.011,15126.091
50,rtREV+I,7049.134,74,14246.268,14270.990,14561.619
51,rtREV+G4,6841.594,74,13831.189,13855.910,14146.539
52,rtREV+I+G4,6835.660,75,13821.319,13846.765,14140.931
53,rtREV+F,7299.129,92,14782.258,14821.961,15174.315
54,rtREV+F+I,7007.582,93,14201.165,14241.825,14597.484
55,rtREV+F+G4,6798.504,93,13783.008,13823.668,14179.327
56,rtREV+F+I+G4,6792.730,94,13773.461,13815.092,14174.041
57,mtART,7970.380,73,16086.761,16110.770,16397.850
58,mtART+I,7601.878,74,15351.757,15376.478,15667.107
59,mtART+G4,7196.151,74,14540.303,14565.024,14855.653
60,mtART+I+G4,7189.222,75,14528.445,14553.891,14848.056
61,mtART+F,7677.635,92,15539.271,15578.974,15931.328
62,mtART+F+I,7342.630,93,14871.260,14911.921,15267.579
63,mtART+F+G4,7003.919,93,14193.837,14234.498,14590.156
64,mtART+F+I+G4,6991.959,94,14171.919,14213.551,14572.499
65,mtZOA,7669.337,73,15484.674,15508.683,15795.763
66,mtZOA+I,7339.500,74,14827.000,14851.722,15142.351
67,mtZOA+G4,7001.068,74,14150.137,14174.858,14465.487
68,mtZOA+I+G4,6993.647,75,14137.294,14162.740,14456.905
69,mtZOA+F,7463.946,92,15111.891,15151.594,15503.948
70,mtZOA+F+I,7157.583,93,14501.167,14541.827,14897.486
71,mtZOA+F+G4,6883.952,93,13953.905,13994.565,14350.224
72,mtZOA+F+I+G4,6873.040,94,13934.079,13975.711,14334.659
73,VT,7212.457,73,14570.914,14594.923,14882.003
74,VT+I,6941.393,74,14030.787,14055.508,14346.137
75,VT+G4,6750.477,74,13648.954,13673.675,13964.304
76,VT+I+G4,6745.655,75,13641.310,13666.756,13960.922
77,VT+F,7221.478,92,14626.955,14666.658,15019.012
78,VT+F+I,6949.936,93,14085.873,14126.533,14482.192
79,VT+F+G4,6762.161,93,13710.322,13750.982,14106.640
80,VT+F+I+G4,6757.337,94,13702.675,13744.306,14103.255
81,LG,7251.602,73,14649.203,14673.212,14960.292
82,LG+I,6968.183,74,14084.366,14109.088,14399.717
83,LG+G4,6756.783,74,13661.567,13686.288,13976.917
84,LG+I+G4,6751.079,75,13652.159,13677.605,13971.771
85,LG+F,7253.999,92,14691.999,14731.702,15084.056
86,LG+F+I,6968.834,93,14123.668,14164.328,14519.986
87,LG+F+G4,6760.978,93,13707.956,13748.616,14104.275
88,LG+F+I+G4,6755.462,94,13698.925,13740.556,14099.505
89,DCMut,7286.788,73,14719.576,14743.585,15030.665
90,DCMut+I,7006.202,74,14160.404,14185.125,14475.754
91,DCMut+G4,6795.147,74,13738.294,13763.016,14053.644
92,DCMut+I+G4,6786.919,75,13723.837,13749.284,14043.449
93,DCMut+F,7304.403,92,14792.805,14832.508,15184.863
94,DCMut+F+I,7023.383,93,14232.767,14273.427,14629.085
95,DCMut+F+G4,6808.287,93,13802.574,13843.234,14198.893
96,DCMut+F+I+G4,6800.837,94,13789.674,13831.306,14190.254
97,PMB,7276.621,73,14699.243,14723.252,15010.332
98,PMB+I,7003.357,74,14154.715,14179.436,14470.065
99,PMB+G4,6815.089,74,13778.179,13802.900,14093.529
100,PMB+I+G4,6809.972,75,13769.943,13795.390,14089.555
101,PMB+F,7273.884,92,14731.768,14771.471,15123.826
102,PMB+F+I,7000.816,93,14187.632,14228.292,14583.951
103,PMB+F+G4,6815.670,93,13817.340,13858.001,14213.659
104,PMB+F+I+G4,6810.235,94,13808.469,13850.101,14209.049
105,HIVb,7489.401,73,15124.803,15148.811,15435.891
106,HIVb+I,7156.614,74,14461.229,14485.950,14776.579
107,HIVb+G4,6903.516,74,13955.032,13979.753,14270.382
