No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,6014.490,53,12134.981,12163.039,12323.287
2,Dayhoff+I,5964.325,54,12036.651,12065.912,12228.510
3,Dayhoff+G4,5893.553,54,11895.107,11924.368,12086.967
4,Dayhoff+I+G4,5888.603,55,11887.205,11917.700,12082.618
5,Dayhoff+F,5946.799,72,12037.597,12094.419,12293.410
6,Dayhoff+F+I,5900.213,73,11946.425,12005.143,12205.791
7,Dayhoff+F+G4,5825.362,73,11796.724,11855.442,12056.090
8,Dayhoff+F+I+G4,5821.641,74,11791.283,11851.938,12054.202
9,mtMAM,6364.415,53,12834.830,12862.889,13023.137
10,mtMAM+I,6299.488,54,12706.976,12736.237,12898.836
11,mtMAM+G4,6095.708,54,12299.416,12328.677,12491.276
12,mtMAM+I+G4,6089.907,55,12289.814,12320.309,12485.227
13,mtMAM+F,5993.697,72,12131.394,12188.216,12387.207
14,mtMAM+F+I,5937.549,73,12021.098,12079.816,12280.465
15,mtMAM+F+G4,5809.453,73,11764.906,11823.623,12024.272
16,mtMAM+F+I+G4,5805.402,74,11758.804,11819.459,12021.723
17,JTT,5768.183,53,11642.365,11670.424,11830.672
18,JTT+I,5728.151,54,11564.303,11593.564,11756.162
19,JTT+G4,5691.001,54,11490.003,11519.264,11681.863
20,JTT+I+G4,5685.523,55,11481.046,11511.541,11676.459
21,JTT+F,5741.144,72,11626.289,11683.110,11882.102
22,JTT+F+I,5702.977,73,11551.955,11610.672,11811.321
23,JTT+F+G4,5663.999,73,11473.998,11532.715,11733.364
24,JTT+F+I+G4,5659.224,74,11466.449,11527.105,11729.368
25,WAG,5916.656,53,11939.313,11967.371,12127.619
26,WAG+I,5875.049,54,11858.098,11887.359,12049.958
27,WAG+G4,5836.959,54,11781.919,11811.180,11973.779
28,WAG+I+G4,5830.990,55,11771.981,11802.476,11967.393
29,WAG+F,5848.791,72,11841.583,11898.405,12097.396
30,WAG+F+I,5809.754,73,11765.508,11824.226,12024.874
31,WAG+F+G4,5770.986,73,11687.973,11746.690,11947.339
32,WAG+F+I+G4,5765.889,74,11679.777,11740.433,11942.696
33,cpREV,5951.349,53,12008.698,12036.757,12197.005
34,cpREV+I,5908.909,54,11925.818,11955.079,12117.678
35,cpREV+G4,5851.593,54,11811.186,11840.447,12003.045
36,cpREV+I+G4,5846.454,55,11802.907,11833.402,11998.320
37,cpREV+F,5869.495,72,11882.990,11939.811,12138.803
38,cpREV+F+I,5828.088,73,11802.175,11860.893,12061.541
39,cpREV+F+G4,5769.101,73,11684.201,11742.918,11943.567
40,cpREV+F+I+G4,5764.402,74,11676.805,11737.460,11939.724
41,mtREV,6213.103,53,12532.206,12560.265,12720.513
42,mtREV+I,6164.857,54,12437.715,12466.976,12629.574
43,mtREV+G4,6053.729,54,12215.459,12244.720,12407.319
44,mtREV+I+G4,6049.840,55,12209.680,12240.175,12405.093
45,mtREV+F,5905.348,72,11954.696,12011.518,12210.509
46,mtREV+F+I,5860.420,73,11866.840,11925.557,12126.206
47,mtREV+F+G4,5780.168,73,11706.337,11765.054,11965.703
48,mtREV+F+I+G4,5776.208,74,11700.415,11761.071,11963.334
49,rtREV,6048.140,53,12202.280,12230.339,12390.587
50,rtREV+I,6010.539,54,12129.077,12158.338,12320.937
51,rtREV+G4,5956.419,54,12020.839,12050.100,12212.698
52,rtREV+I+G4,5952.000,55,12014.000,12044.495,12209.413
53,rtREV+F,5943.560,72,12031.121,12087.942,12286.934
54,rtREV+F+I,5902.417,73,11950.834,12009.552,12210.200
55,rtREV+F+G4,5848.762,73,11843.523,11902.241,12102.889
56,rtREV+F+I+G4,5844.039,74,11836.078,11896.734,12098.997
57,mtART,6574.846,53,13255.692,13283.751,13443.999
58,mtART+I,6518.979,54,13145.958,13175.219,13337.818
59,mtART+G4,6300.125,54,12708.251,12737.512,12900.110
60,mtART+I+G4,6296.317,55,12702.633,12733.128,12898.046
61,mtART+F,6221.687,72,12587.375,12644.197,12843.188
62,mtART+F+I,6170.196,73,12486.392,12545.110,12745.758
63,mtART+F+G4,5997.104,73,12140.208,12198.925,12399.574
64,mtART+F+I+G4,5994.745,74,12137.489,12198.145,12400.408
65,mtZOA,6252.949,53,12611.899,12639.957,12800.205
66,mtZOA+I,6210.857,54,12529.715,12558.976,12721.575
67,mtZOA+G4,6065.299,54,12238.599,12267.860,12430.459
68,mtZOA+I+G4,6061.847,55,12233.694,12264.189,12429.106
69,mtZOA+F,6000.241,72,12144.482,12201.303,12400.295
70,mtZOA+F+I,5960.542,73,12067.084,12125.802,12326.450
71,mtZOA+F+G4,5848.904,73,11843.807,11902.525,12103.173
